Title,Creators,Genre,Rating,Views,Likes,Engagement,Subscribers,Release Date,Synopsis
My Boo,Jeongseo,supernatural,9.75,49812364.0,3190896,0.06405831291203123,949728,2017.0,When you have an invisible roommate.
My Daughter is a Zombie,Yun-chang Lee,comedy,9.67,23135233.0,2403252,0.1038784437571906,362547,2020.0,"One year after an unprecedented zombie attack that killed hundreds of thousands, South Korea has finally been declared zombie-free. But Jeonghwan holds a secret: his daughter is the last zombie left on earth. When her cravings are satisfied and her violent tendencies die down, it almost seems like there's hope for her to have a normal life. But how long can he keep Su-ah a secret from everyone else?"
My Dear Cold-Blooded King,lifelight,romance,9.72,299764746.0,16170053,0.05394247727849892,2000000,2017.0,"Born a humble peasant, Kihara Mei has lived simply day by day as a merchant in the capitol, and never assumed things would change. But, one fateful day would change the course of her life, when faced with a deadly challenge against dangerous royal assassins. Now, with the eyes of the dreaded Blood King upon her, her life of simplicity would now become a tangled web of secrecy, deceit, and desire."
My Deepest Secret,Hanza Art,thriller,9.65,197942868.0,15938553,0.08052097638597416,2618737,2019.0,"Having a handsome, kind and caring boyfriend like Elios means the world to Emma. Even a look at him makes her heart flutters. But little does she know about a secret lies deep in their relationship. What is the said secret?"
My Dictator Boyfriend,"Guy, Teo",comedy,9.01,48737415.0,5532192,0.11351016462403679,277204,2018.0,Manny just took the reins of a nation. But who will take the reins of his heart?
My Gently Raised Beast,"Early Flower, Kim JunJun, Teava, Yeoseulki",romance,9.79,124646114.0,12042180,0.09661095411285746,1721157,2021.0,"Blondina is living a real-life Cinderella story. After growing up poor and enduring a difficult childhood, she discovers that she is a princess of the Ates empire. However, her estranged father and half-siblings give her the cold shoulder when she moves into the palace, and Blondina must keep a low profile. That all changes when she befriends Amon, a cat-like creature with mysterious intentions. For years, creatures like Amon and humans have struggled to live in harmony. Can Blondina and Amon's friendship bring peace, or will it deepen the rift between their people?"
My Giant Nerd Boyfriend,fishball,slice of life,9.73,829066014.0,75175680,0.09067514375278686,2365767,2017.0,"Having a boyfriend who's a full foot taller than you might seem adorable at first, but it usually just ends up causing a whole bunch of minor inconveniences. Follow Fishball as she navigates the Malaysian life with her 6'5"" geeky boyfriend."
My ID is Gangnam Beauty!,Maenggi Ki,drama,9.43,15010051.0,1584028,0.10553115375823839,360619,2021.0,"A new school, new friends, new romance, and a new face?! After going through major plastic surgery, freshman Mirae is ready for a fresh start. At her university, she becomes recognized as a pretty yet somewhat unnatural “Gangnam beauty.” However, all Mirae wants is to have a normal campus life without being judged by her looks. Will she be able to adjust well to the new environment and find the courage to live the life of her dreams?"
My Irresistible Ex,"KYU, Ki moong, YeoBack",romance,7.94,12191743.0,1019811,0.08364767859689956,320132,2021.0,"As Korea’s hottest celebrity, Eunseol seems to have it all! But there’s one minor setback in her seemingly perfect life: her charismatic ex-husband Yunjae is back in town. After their divorce, she vowed to bury her past and focus on her career. That’s easier said than done when you have your ex constantly trying to win you back. Just what is his deal? Will Eunseol be able to resist Yunjae’s seduction? "
My Kitty and Old Dog,cho,slice of life,9.66,16798923.0,997110,0.059355590831626524,117060,2014.0,"Nang-Nak, an old poodle with blurred vision, and Soondae, an adorable kitten, love their owners and are loyal to them. Here are episodes of a mature dog and an energetic young kitten who will always wait for their owners to give them love and affection."
My Life as a Loser,"SW Jeon, Taejun Pak, kkanaria",drama,9.8,9308023.0,929437,0.09985332008741277,251383,2021.0,My life was ruined after you bullied me in high school. So why do you get to be happy and successful? I'll give you a taste of your own medicine! Now you'll see what it felt like to be me... And you better be ready to pay the price if you want to return to your own body.
My Name is Benny,Sokomin,slice of life,9.73,39713786.0,4838527,0.12183494668576801,270794,2018.0,Follow along with the adventures of weirdo Benny and her friends!
My Reason to Die,YUJU,romance,9.72,58586765.0,3911983,0.06677246985731333,971438,2022.0,"Ji-o’s luck runs out when she gets injured before the tryouts for the national taekwondo team. In the middle of facing what seems to be the biggest crisis of her life, she meets Gyeol, a mysterious boy who changes her life forever. He’s the definition of a bad boy with a good heart, and she finds herself unable to resist his charms. However, she might be playing with fire as he’s someone who’s involved with the wrong crowd. Is falling for Gyeol worth the risk?"
My S-Class Hunters,"biwan, geunseo, seri",action,9.73,63011898.0,5809642,0.09219912721879922,698389,2022.0,"Yoojin is an F-ranker overshadowed by his little brother, an S-ranker. All he does is get in his brother’s way, causing trouble wherever he goes. When a seemingly routine dungeon raid goes wrong and costs Yoojin his brother’s life, Yoojin decides to use the wish granted by clearing the dungeon to reset his timeline. The plan was to lead a quiet life from now on… but now it turns out he can help other people become S-rankers?! Maybe this is Yoojin’s chance at building his own entourage of powerful metahumans… but it may be easier said than done."
My Universe,"gongyi, moonkyoung kim",romance,9.25,9216404.0,1152446,0.1250429126153758,304973,2021.0,"As a socially awkward college student, Hayeon lives a pretty boring life -- except she can communicate with outer space. One day, she meets Ujun, an alien who is curious about human nature. When she rejects his request to “borrow” her body, he takes over the body of her crush! As Hayeon helps Ujun adjust to human life, their friendship blossoms into something more. However, their love story faces many obstacles, including an alien plotting to invade Earth. What will be the fate of these star-crossed lovers?"
My Younger Brother's Friend,"NIMNI, Nimni",romance,9.3,23801210.0,2582148,0.10848809787401564,480399,2021.0,"Ga-eun is a junior in college who lives with her younger brother, a senior in high school. Ever since their parents' death, she has tried to stay strong and confident amidst juggling school and raising her brother. And after getting dumped by her boyfriend, dating is the last thing on her mind... until she gets involved with three of her brother's friends. Which one will she choose? The cheeky, handsome childhood friend Dowan? The calm, collected, and responsible class president Sangu? Or the quiet and intimidating but kind-hearted Jun?"
Mystical,VAN.J,supernatural,9.83,31689818.0,3806966,0.12013215096407306,733158,2020.0,"Garam has always loved to draw, but his dreams of being an artist have been on hold ever since his mother passed away. Wanting to become more independent and focus on his art, he moves into his grandmother's empty house by the ocean. There, he meets his greatest muse: a mystical water creature with no memories of her past. Now it's up to Garam to help her uncover what she has forgotten."
Mythical Errand,GGOLI,fantasy,8.64,5735163.0,605120,0.1055105146967924,137304,2022.0,"When college student Hera Kang agrees to carry out her professor’s errand, she has no idea that her professor is actually a centuries-old deity. And the errand in question? Hera must choose between a shapeshifting fox and snake, deciding which one of them will receive the amulet in her possession to become a god."
Nano List,"MIN SONGA, Songah Min",sci-fi,9.8,57944810.0,3556622,0.0613794747105047,619373,2016.0,"Milo lives in a world where interacting with androids is completely normal. And now, he lives with TWO androids built by his sister. How safe is he living with androids who have deadly strength? Why did his sister gift him a ""bodyguard android?"" Well, he's about to find out the hard way."
National Dog Day 2016,Various Artists,slice of life,9.54,2946143.0,192112,0.06520796852019742,38550,2016.0,Your beloved creators came together for LINE Webtoon's first anthology series to celebrate National Dog Day. Let's get this puppy party started!
Neolithic Girl,"GARAM HAN, JAEAH",fantasy,9.33,8947433.0,1156052,0.12920487920948948,294153,2021.0,"What would you do if you could live forever? Suki Kang has lived for over 10,000 years, yet always seems to make the same mistake -- she wants to save others from certain death. This time, she chooses to help veterinarian Jaeshin Lee with his terminal cancer prognosis. But the great clans of Baekje are dead set on finding out the secret to her immortality and healing powers. Will she be able to save her beloved doctor, or will the clans get to her first?"
Neon Revenge,"Gisong, MURO, NemGa",action,9.66,17938616.0,2138847,0.11923143903632254,416511,2021.0,"No one would have ever guessed that nerdy-looking Seongbin Cha is actually Neon Mask, the internet hero popular for punishing violent, bullying teens on ViewTube. He won't rest until he eradicates every last delinquent in the country. Can he stomp them all out with the help of his bodyguards, or will they come back stronger than ever?"
Nevermore,"Kate Flynn, Kit Trace",supernatural,9.79,56342223.0,6731129,0.11946864432381378,828805,2022.0,"There is nothing definitive about life after death, except the involuntary enrollment at the mysterious Nevermore Academy. Now Lenore and Annabel Lee must begin their curriculum to recover the memories of their tragic demise. Between the Dean's macabre demeanor and the tell-tale dangers of Final Exams, both girls must learn to rely on one another and their newly acquired ghost forms, or Spectres, to not only graduate from the academy… but to earn a second chance at life."
Nevertheless,Jeongseo,romance,9.32,16560752.0,1254641,0.07575990510575849,575700,2021.0,"What happens when a girl who wants to date but doesn't believe in love meets a guy who likes to flirt but thinks relationships are a drag? That's how it is for Nabi and Jae-eon, two art students who meet in college and develop a strong connection -- inspired by butterflies. As they get to know each other and their relationship progresses, they'll face the early stages of attraction and the ups and downs of dating. This story will make you long to be in a relationship -- even when you know it won't be easy."
New Life Project,Cherng,comedy,8.39,1883339.0,83470,0.04432022062942465,18349,2014.0,"Have a laugh at the lifestyles and worries of everyday people, sentient flowers, and belly-dancing office workers."
New Normal: Class 8,Youngpaka,drama,9.52,41979267.0,2918591,0.06952458221816975,236390,2014.0,"The students of Class 8 may not look like your average students, but that doesn't make their lives any less interesting. Follow Dongwon and his classmates as they have fun at school and redefine what it means to be normal."
Newman,Josh Ulrich,fantasy,9.73,47589602.0,2938122,0.06173873864294978,202888,2015.0,"This isn't your average workplace relationship. It's not every day you fall for a girl who accidentally turns you into her love slave, but that's not half as scary as meeting her mother. Oh, and did we mention the monsters? There's lots of those."
Nice To Meet You,Wishroomness,romance,9.58,96607148.0,9597020,0.09934068232715036,1495681,2020.0,"A ditsy university student Mew finds a lost student card. Instead of doing the sensible thing, Mew decides to let fate take the wheel and try something silly. Little did she know, she would be confronting the owner of the card, Daze who has some things to say about what she did. Did Mew make the biggest mistake of her life? or the best decision of her life? Follow these two adorable goofballs to find out!"
Nicholalala,Nichola Gwon,slice of life,8.99,3009510.0,189984,0.06312788460579961,19511,2015.0,"See the world through Nicholalala's eyes. She has always seen the world a little differently, but now living in a new culture and struggling with a new language, she withdraws into her own mind and sees things in a more whimsical and creative way than real life. Where does reality end and imagination really start?"
Night of Silence,"Dongwoo Han, Q-Ha",thriller,9.14,1139559.0,125924,0.11050239610235188,83224,2022.0,"[PUBG UNIVERSE] When Leah finally returns to her small town after five years, she doesn’t find the warm welcome she’s expecting, as she opens the door to find her father’s corpse hanging from the ceiling. The police rule it a suicide, but the longer she stays in town, the more she suspects that it was anything but. In the middle of it all is a violent book her father was writing called Battlegrounds, which has half of its pages missing. But the townsfolk don’t appreciate Leah snooping around, and there’s no limit to what they’ll do to stop her from uncovering the truth."
Nina's Magic Chest,RD,"fantasy, thriller",9.02,4662326.0,654027,0.14027912248092475,62118,2022.0,"Nina is living on her own for the first time and failing hard at adulting. She can’t hold down any part-time jobs, let alone get hired as a full-time employee anywhere. One day, she finds a magic chest on the street that seems to make wishes come true. What started out of curiosity and fun, quickly takes a dark turn as she becomes entangled with strange people and inexplicable events. Nina will have to face the butterfly effects of her seemingly innocuous wishes!
​"
No Longer A Heroine!,Maenggi Ki,"drama, romance",9.36,27849423.0,3988568,0.14321905340731836,433168,2020.0,"Lisa Cheon used to be the nation's favorite on-screen idol, but swiftly falls from grace after being framed as a drug addict. She is offered the opportunity to turn it all around by starring on a new TV show, but it won't be easy: her character's love interest is her ex-boyfriend, and she's too nervous to act without alcohol. Can Lisa regain what she has lost and face the demons of her past?"
No Outtakes,"Go Sun Young, Go Sunyoung",romance,9.46,7464197.0,919213,0.12314961676386622,204541,2022.0,"Jaerin seems like a hip college girl, but she spends her days as a shut-in geeking over Hwi, the male lead of her favorite period drama “Hwaya.” As part of a family intervention, her sister talks her into accepting a job as a TV extra. Upon arrival, Jaerin discovers that the set is for “Hwaya” but ruins the takes with her awkward movement. Worse comes to worst when she wanders off set and runs into Ahn, the actor playing Hwi. While Jaerin loves Hwi to death, she couldn’t care less about the egomaniacal star bringing him to life. Yet lo and behold, a near-fatal accident transports them into the drama! The once fictional world is now their reality. Jaerin must act out the role of Hwaya, the dragon maiden who saves her country from peril, without butchering her lines. Can she put up with Ahn and pull off her role as the heroine in a world without outtakes?"
No Scope,ZOYANG,sports,9.75,68793084.0,5931644,0.0862244233737217,697513,2019.0,"PSI BOND: it's the hottest online game in the world. Self-confident high schooler Suho Kang is a Grand Master, a title only the top 1% of players can achieve. He decides to take clueless Doyoon Lee, a loner who may or may not be a gaming genius, under his wing. Join them on the battlefield of PSI BOND, where high-speed connections and high school will never be the same again."
Noblesse,"Jeho Son, Kwangsu Lee",action,9.77,444153742.0,22213476,0.05001303354999089,1942439,2014.0,"Rai wakes up from an 820-year-long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions."""
Noblesse: Rai's Adventure,"Jeho Son, Kwangsu Lee",action,9.83,8245828.0,347068,0.04209013333773152,427159,2016.0,"Rai, the noblest of all vampires, wakes up from 820-years long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions""."
Nomads,Captain Juuter,fantasy,9.82,10474070.0,1557713,0.14872088882354234,181736,2021.0,"In a world where only special people known as Nomads are allowed to travel, Lance sets out with one goal in mind: to find his missing brother. However, his journey takes an unexpected turn when he meets Satra, a wannabe Nomad with a hidden past, and Saber, a cat with mysterious powers. What starts off as great company soon turns into more than he bargained for when wanted posters start popping upâ€¦ and he's being chased by bounty hunters?!"
Not Even Bones,"Alai Cinereo, Glamist, R Schaeffer, Starpiper, WmW",thriller,9.65,147398422.0,13003181,0.08821791185797091,1893533,2019.0,"Nita doesn't hunt supernatural beings and sell their body parts on the black market , her mother does that. Nita only dissects the magical bodies for her mother. However, Nita's about to get a real taste of the family business and there is no turning back.
 Now, Nita must decide whether she is willing to become a monster...
 
 (Based on the YA novel by Rebecca Schaeffer.)"
Not So Shoujo Love Story,Curryuku,comedy,9.7,73337424.0,8514419,0.1160992374098114,1008854,2020.0,"Romance-super-fan Rei Chan is ready for her first boyfriend and she knows just who it'll be: the most handsome boy in school, Hansum Ochinchin. But her plans for the perfect love story are derailed when the most popular girl in class declares herself a rival....for Rei's heart?! This is the year her not so shoujo love story begins!"
Nothing Special,"E-um, Katie Cook, katiecandraw, kiki",fantasy,9.6,30777592.0,3179009,0.10328972455025072,420894,2017.0,"Callie thinks that in the grand scheme of the worlds at large, she's nothing special. With the unexpected addition of friendship and adventure into her life, she's about to find out that she was very, very wrong."
ORANGE MARMALADE,Seokwoo,romance,9.67,129098106.0,5100750,0.039510649366149495,1034195,2014.0,People are no longer afraid of vampires but that doesn't stop humans from discriminating against them. Can Mari Baek hide her identity when she falls in love with a popular boy who hates vampires?
Odd Girl Out,Morangji,drama,9.83,205283404.0,24029822,0.11705681770553648,1002073,2018.0,"After a successful winter break makeover, Nari is finally ready for her high school debut. But somehow, she ends up friends with the three prettiest girls in school! Follow Nari as she tries to navigate her brand new high school life surrounded by beauties."
Ode to Our Youth,Heenari,comedy,9.38,804894.0,86073,0.1069370625200337,38683,2022.0,"“Bye, Yongsu... It’s going to be hard, but please carry on... I really loved you...” 
 
Yongsu was dumped today by his girlfriend. And the burden she left is far too big... of a debt. Unfortunate credit delinquent Yongsu is now forced to live each day to the fullest. Every day is a struggle for him to pay up. And he meets various people along the way. His today comes and goes, just like everyone’s todays."
Of Dark Lords and Cabbages,Liyanya,romance,9.41,24825018.0,2551372,0.10277422558162898,514552,2021.0,"All Gendry wants is to become Dark King and reclaim the Dark Throne, but as a ward of the Light Kingdom, most people hate his guts and wish to stop him. Except of course, Seyren... Dragon Hero, Protector of the Innocent, and Gendry's incredibly love-struck secret boyfriend."
Of Swamp & Sea,"Jay Boulton & Laurel Boulton, Mia Jay Boulton & Laurel Boulton",supernatural,9.7,17576383.0,2445608,0.13914171078315715,306826,2021.0,"When a monster hunt gone wrong sets two strangers on the same path, they discover their relationship may be more than strictly professional. Enter a world of dangerous beasts, dark magic, and perilous circumstance. When everyone has their secrets, the truth is as murky as the waters of the deepest swamp."
Of What Remains,Sillvi Studios,thriller,9.65,2121644.0,259039,0.1220935274720924,101236,2021.0,"Abandoned at every turn, Kim escapes a violent boyfriend and returns to her rural hometown. But secrets fester from her childhood and worsening politics cast long shadows over the countryside. As tensions boil between families and countries on the edge of cataclysm, what will Kim endure to survive?"
Oh! Holy,Ahyun,romance,9.7,143156932.0,8795688,0.06144088083698245,1608750,2016.0,"Who cares if you're invisible in high school when you can see and talk to the invisible? Reserved and quiet, Jamie Oh prefers to remain in the background and confide only in his friends, who happen to be ghosts. But when the most popular girl in school takes interest in him, his normal -- or rather, paranormal -- life takes an unexpected turn."
Omniscient Reader,"Sleepy-C, UMI, sing N song, singNsong",action,9.9,464790082.0,37173976,0.07998014036796938,4017663,2020.0,"Dokja was an average office worker whose sole interest was reading his favorite web novel 'Three Ways to Survive the Apocalypse.' But when the novel suddenly becomes reality, he is the only person who knows how the world will end. Armed with this realization, Dokja uses his understanding to change the course of the story, and the world, as he knows it."
Once a Hero,Yankifull,fantasy,9.42,5527844.0,699038,0.12645762072880493,243020,2021.0,"""Had he been a hero in his past life or something...?"" 
 ""That's right. I once rescued this nation from destruction.""
 When Ja-in is kidnapped due to his family's massive debt, Unjo happens to walk by and save him from his kidnappers. From that day onwards, Ja-in's life is never the same..."
Opposite of Always,"Darius Dudley, Sharpteething, WmW, justin a. reynolds",romance,9.32,2433575.0,346363,0.14232682370586483,107488,2022.0,"When Jack meets Kate, he's sure that they're meant to be. But just when life seems poised to prove him wrong, he finds himself in a loop that keeps him pursuing her...forever. With no clues to lead his path, other than the moment they meet and her tragic fate, Jack races against the infinitely ticking clock to save Kate and break the time loop for good. "
Ordeal,Brent Bristol,action,9.76,44100178.0,2534427,0.057469768035856905,576873,2021.0,"Che is just a human in a world full of superpowered ""Kimyos"", but he's determined to become the greatest fighter to ever live. When his beloved mentor is murdered, Che swears vengeance and embarks on a mission to unmask the killer. But soon Che learns that the world of Kimyos is much larger than he ever imagined, and that he himself might be one -- the most powerful Kimyo on Earth, with the power of the sun itself. Will Che be able to harness his new strength, or will he burn up in the heat of this ordeal?"
Our Beloved Summer,"Han Kyoung Chal, Lee Naeun",romance,9.8,7102900.0,763623,0.10750862323839558,463559,2021.0,"Now a major adaptation on streaming.
At Midsummer High, Yeonsu Guk is at the top of her class, while Wung Choi is ranked dead-last. And it’s not just their grades -- their personalities couldn’t be more different, as Yeonsu is a no-nonsense stickler and Wung is a care-free slacker. When a filmmaker comes to make a documentary about their school life over the course of a month, they’re not exactly thrilled to be spending so much time together. However, as the month goes on, they begin to discover each other’s hidden depths. At least one thing’s for certain -- they’ll never forget this summer!"
Our House,"Jin Jong Kyung, Jinha",slice of life,9.07,2499105.0,388335,0.15538962948735646,87534,2022.0,"Hana is the daughter of the owner of Four Seasons share house. When her parents leave to pursue their lifetime dream of traveling around the world, she’s left in charge of looking after the place. But this seemingly peaceful and harmonious share house never fails to surprise everyone with unexpected events. Will Hana be able to handle being in control?

"
Our Time,"Leewol, seaweed candy",drama,9.66,3137606.0,514518,0.1639842606114343,120561,2021.0,"After an unexpected accident, Mirae falls into a coma. But for some reason, she keeps waking up at a time when everyone else’s stops. With this miraculous power, she tries desperately to wake up from her coma and return to everyone else’s time.
Meanwhile, Mansu, a rebellious teenage boy with the ability to stop time, flicks his fingers daily to get away from family drama and troubles at school. However, he meets Mirae walking around in a time where everyone should be completely still.
Will Mansu be the key for Mirae to come back to our time?
"
Outrage,"Fabian Nicieza, Reilly Brown",superhero,9.35,7042664.0,740125,0.10509162441939585,237936,2018.0,A virus is attacking people who abuse others on the internet. Comedic ass-kickings are occurring across the country by a sentient electronic entity that appears through the personal devices of bullies and babies alike. Who or what is OUTRAGE?
PIGPEN,"Beom Sick Cheon, Carnby Kim, SICK",thriller,9.74,17978576.0,2003299,0.1114270117944825,425358,2020.0,"A relaxing getaway in paradise, or a death trap? A young man wakes up on a breathtaking beach, but he has no idea who he is or how he got there. Try as he might to piece it all together, untangling this mind-bending mystery won't be easy when every clue leads to more maddening questions... and the family that welcomes him into their home is not what they seem."
Pacific Rim: Amara,"BigN, Cavan Scott, Zhang Ran",sci-fi,9.17,1746374.0,89669,0.05134581710446903,115212,2018.0,"As the Kaiju Wars rage on, Pacific Rim: Amara follows the young heroine whose life shattered when she is orphaned during a devastating monster attack. Fighting to survive as her city is destroyed, she finds shelter with a grumpy mech-inventor named Kai and his closest companion, Hannah. The trio forms an unlikely family in the aftermath of the invasion, looking out for one another and scavenging old mech parts to build their very own Jaeger, a pilotable giant robot with the power to protect Amara from the monsters that took everything from her."
Parallel City,Goda,mystery,9.83,26745404.0,3847341,0.14385054718186346,457476,2020.0,"Can two people look exactly alike? Fear sweeps the city as people report seeing their own doubles. Then the disappearances start. Mere coincidence? Or are the mysterious twins harbingers of bad luck? Whatever they are, if you spot one, you better think fast!"
Penguin Loves Mev,Penguin,slice of life,9.32,5479249.0,339837,0.06202255090068,33868,2014.0,"Penguin is a Korean cartoonist who got married to an English man Mev. Sometimes they are faced with cultural differences, but they never fail to put a smile on each other's face. Follow their love story with this comic!"
Perfect Marriage Revenge,"Jerryball, Yibambe, so young",romance,9.5,100756845.0,7564514,0.07507692405414243,1196662,2021.0,"Iju Han isn’t sure where her life went wrong. Once the heiress to a wealthy business magnate, she’s now an ordinary housewife whose main concerns are her nagging in-laws and household chores. Things take a much more tragic turn, however, when she finds her husband confessing his love to her stepsister. Devastated, she runs away, only to be hit by a car and killed. But when she opens her eyes, she finds that she’s awakened a year ago in the past, before her life went awry. Given a second chance at life, Iju vows revenge, determined to take back all that she’s lost."
Phantom Paradise,Rurisen (L. Zhu),fantasy,9.48,45393604.0,3601816,0.07934633258024633,639085,2017.0,"A male concubine climbs his way up in the imperial harem of Phantom Paradise, hiding an ulterior motive."
Phase,Jouki,romance,9.54,83180984.0,7641028,0.09186027421844396,1229958,2020.0,"Min is unique. Plagued by debts, misfortune and a troubled past her life has been anything but normal. When she has the opportunity to earn a great deal of money, 50 million dollars to be exact, she would be a fool to refuse. Despite the odd conditions she takes a chance with Shuu, the handsome, irritating billionare who can change her life. Can she keep her secrets close to her chest or will she ruin them both?"
Philia Rosé: The Prophecy of the Crown of Thorns,"BHD, Kim Youngji, Ryuta",fantasy,9.67,17203886.0,1901345,0.11051834451820944,257095,2022.0,"A hot-headed young nun must stop an uprising by a murderous prince prophesied to bring about the destruction of their kingdom. But there’s more to this nun than meets the eye. Philia is a young woman hiding in a child’s body -- but with the power to read minds and see visions. Meanwhile, Prince Leo of Elaion is raising a formidable army to take over his father’s throne. Can Philia convince him to give up his blood-thirsty ambitions and stave off the demise of the Kingdom of Elaion?"
Pigminted,Le Brown,slice of life,8.73,4126856.0,245732,0.05954460247704306,24228,2015.0,A little bit made up and a lot of it not
Plum,"Guy, Teo, samkimart",sports,9.57,7211182.0,1037008,0.14380555087917626,125950,2019.0,"In a world much like our own, fruit stacking has become the world's most popular sportâ€¦and a young boy named Plum will become that's sport most beloved underdog. Plum's journey begins at the gates of Apple Seed City, the living, breathing home of the beloved sport itself. Will he succeed? Can he overcome the odds? The answers can be found up in clouds, as our hero begins his quest to stack higher than anyone before him."
Polidiocy,"Mahoney & Akel, Ryan Dunlavey",comedy,7.16,1839115.0,81939,0.0445534944796818,35060,2016.0,"In an era when mainstream media is giving the political establishment a reach-around, while sucking at the Teat of Corporate America, only one man can be trusted to give the American people the facts about what's really going on.
 
 Unfortunately, Walter Cronkite is dead.
 
 That leaves it up to The Polidiot to make sense of the political landscape in his weekly bedroom broadcast, Polidiocy.
 So join us each week America, and together we can figure out the best route to Canada after the November election."
Pound,"Orlando Caicedo, Tony Karnowski",action,9.12,3738255.0,362741,0.09703484647248516,96133,2018.0,"Welcome to the World Fighting League , a violent pastime popular with sports fans who have grown bored with the predictability of baseball, basketball and even football (!). Imagine the most brutal fighters in the world each sporting destructive superpowers, and overseen by an ethically questionable enterprise that values profit over fighter safety. The fighters put their lives on the line for fame and fortune , the audience laps it up , and the dark side gets even richer. It's a dirty business that worksâ€¦that is until a young warrior comes along who's fighting to save the life of his brother , and is willing to bring down the system to do it."
Power Ballad,Molly Brooks,superhero,9.15,1244915.0,109142,0.08767024254667989,38898,2017.0,"As personal assistant to an international pop star, Meera Verma has her hands full trying to keep the gorgeous and talented Carina Peterson primped, polished, and mostly on time. As personal assistant to a Los Angeles-based masked vigilante, Meera has her hands full repairing body armor, stitching up knife wounds, and generally doing everything in her power to keep the mysterious and reckless Skeleton alive and out of trouble.
 Carrie's just trying to make some music and fight some crime."
Prince Maker,Suosu,fantasy,9.52,5185423.0,725710,0.1399519383471705,169687,2021.0,"A princess trapped in a tower, guarded by a dragon, awaiting rescue by Prince Charming. Sound familiar? But what if the rescue doesn't arrive in time? After ten years of waiting, Princess Elina is finally saved at the age of 28 by Prince Louis. Sure, he's from a faraway kingdom that Elina's never heard of and has a few weird personality quirks, but at least she's not alone anymore! That is, until a jealous witch curses him and turns him into a five-year-old childâ€¦"
Promise of an Orchid,"Jeong Hyun joo, PARK JIN HWAN",fantasy,9.6,6285851.0,783043,0.1245723132794589,202910,2022.0,"“I’ll wait for you,” whispers a mysterious, red-haired woman. So goes the recurring dream Jaesin Yang has had every night since the tragic massacre at the orphanage when he was a child. When he moves to the notoriously haunted Orchid Road to delve into the meaning behind his dreams, he is nearly killed by a vengeful demon on the first night. However, he is rescued by a beautiful woman named Socheon who looks just like the woman in his dreams. Together, they join forces to help innocent demons and fight against the demonic designs of Geumgwan, the lord of all demons. "
Protect the Knight,Dalbong,fantasy,9.59,4746916.0,669315,0.1409999671365577,166260,2021.0,"Ye-eun is a young high schooler who fantasizes about one day having the perfect first kiss with her crush. A practice kiss on her sister's action figure, Bryk, turns her world upside down when it magically brings him to life. Bryk, a once-legendary and most definitely human knight, finds himself perplexed as to how he woke up as an action figure. Though he sets out to find the witch who he suspects is to blame, he quickly gets caught up in Ye-eun's attempts to keep her sister happy and her crush interested. Bryk and Ye-eun vow to figure out what turned him into a doll and how to return him to his world as a human man. That is, of course, if he doesn't get broken, eaten, or stolen first."
Psychic Studies,PARK EUN HYUK,action,8.8,4862265.0,538202,0.11068956545971888,159494,2022.0,"“You are getting very sleepy…” Chankyu Kim learns hypnosis from watching YouTube videos so that he would become popular amongst the girls at his school. However, things don’t go according to plan as he finds himself encountering repeated failures. He later meets mind reader Euijoo Yeo, who has extraordinary abilities just like he does. Their interesting but unfortunate story kicks off from there…"
Purple Hyacinth,"Ephemerys, Sophism",mystery,9.91,151680371.0,16836741,0.11100144922509453,1948201,2019.0,"Her ability to detect lies has made her an outstanding officer of the law , despite being haunted by her inability to save the ones she loved from a gruesome fate many years ago. Now, she uses her powerful gift to defend the defenseless at any cost , even if it means teaming up with a deadly assassin to fight evil in a world gone mad."
Pyramid Game,Dalgonyak,drama,9.62,17398937.0,2623261,0.15077133735239112,314847,2021.0,"Every Thursday afternoon, once a month, students at Love High cast their votes in a popularity poll. The result? A brutal ranking system that determines the entire social hierarchy of the school. After starting at the bottom, can new transfer student Suji make her way to the top of the pyramid? Or will she topple the game altogether?"
QUESTISM,"TAEWAN, YuNuni",fantasy,9.54,47440658.0,2543477,0.05361386429336625,401984,2022.0,"Gaming geek Suhyeon Kim hates school, and the dislike is mutual. Every day he faces relentless bullying from his classmates, leading him to wish his life was more like the RPG quest games he plays. Suhyeon’s wish is granted when a quest prompt pops up in real life with an easy quest and an enticing reward. With nothing to lose he takes the chance, and one quest soon leads to another. As the stakes get higher and the rewards get bigger, Suhyeon soon finds he’s gone from being an ostracized nobody to the top of the school. Just how far will Suhyeon take his quests, and how far will he fall if he refuses to participate?"
R-X: RAYER HUNTER,"Gyoc, Hanga",sci-fi,8.04,1333522.0,125094,0.09380722627748174,91911,2021.0,"Humanity has lost. By the end of World War Three, the R-virus has decimated 80% of the world’s population. To make matters worse, the virus transforms the infected into mindless monsters who crave human flesh, with some evolving into powerful beings with special powers called “Rayers”. The last remaining human settlements live in fear, their survival entirely dependent on the R-X, teenagers who have gained special abilities themselves through contact with Rayers. Wielding lethal weapons and supernatural abilities, the R-X fights to defend what little hope humanity has left."
