Title,Creators,Genre,Rating,Views,Likes,Engagement,Subscribers,Release Date,Synopsis
GOSU,"Giun Ryu, Mun Jeong Hoo",action,9.85,96730077.0,6537072,0.0675805520138271,767479,2017.0,"When his master dies, Gang Yong pledges to avenge his teacher at all costs. After training his martial arts skills in seclusion, Gang Yong sets off to hunt down the traitors and make them pay! But when he gets to town, he discovers they're... already dead? Well, what's he supposed to do now?!"
Garden Club Detective Squad,"52chu, Bryan Arfiandy, Nikki Dibya Wardhana",mystery,9.74,6165869.0,1100321,0.17845351563583334,207731,2021.0,"Gardening and solving crime aren't what straight-A student Yeon Han thought she would be focusing on at her new school. But when she discovers a notebook that contains clues to a 15-year-old murder mystery, she and the other members of her new gardening club realize the murderer not only has access to the school -- they probably work for the school. Can the gardening club squad figure out who committed the murder even though the principal and their teachers seem desperate to cover it up?"
Gecko Chan,"Meritxell Garcia, RE ME",comedy,9.18,4182588.0,735275,0.1757942690028279,88920,2021.0,"Gecko Chan is a young monster with uncontrollable strength. After moving to a new city, Gecko will have to learn to fit in a city that wasn't prepared for his monstrous size."
Gepetto,Jewon Yeon,sci-fi,9.78,15211726.0,764321,0.05024551454581814,172849,2014.0,"A hundred years ago, the genius inventor behind androids, Professor Gepetto, left behind a mysterious inheritance. After the war between humans and androids has ravaged the planet, androids start to break down and run out of time, while humans are struggling to survive in the lifeless wasteland that is Earth. A single blue-haired android left behind in the Professor's estate may be the key to solving the crises as decades-old plans are finally set into motion."
Get Schooled,"GARAM HAN, Yongtaek Chae",drama,9.78,28700000.0,3100000,0.10801393728222997,777241,2021.0,"Hwajin Na's teaching techniques are pretty violent for someone who works in the Ministry of Education. That being said, when punishments don't seem to work on even the worst of school bullies, there is no better man for the job. Sometimes you can't get a good education until those bullies are taught a lesson."
Ghost Bats,"Jeong Summer, Walter Ostlie",sci-fi,9.16,815227.0,124433,0.1526360142635119,58925,2020.0,"Ghost Bats, a semi-decent punk band, is suddenly thrust into a galactic Battle of the Bands to defeat their rivals....while conjuring giant monsters?! Can the band survive their interplanetary star trek and win the Grand Prize or will this be their final encore?"
Ghost King,"PARK JINSEOK, SON GOHOO",action,9.4,4785530.0,438185,0.09156457069540887,157699,2022.0,"What if the world was divided into people with martial arts powers and people without? Taeyeon Kang was one of the lucky few born with such powers. He enrolls in Murim Police University, a special school for those with powers to stand on the side of justice… but he has a secret of his own. He’s here to uncover the truth behind his father’s disappearance as well as seek protection from the Evil Murim Faction which is after his family’s secret book of martial arts techniques. At the same time, the legendary Ghost King makes his grand return, years after his mysterious disappearance. Just who is this masked anti-hero?
"
Ghost Teller,QTT,horror,9.86,55149454.0,5413019,0.09815181488469496,1042578,2018.0,You think your ghost stories are scary? Try listening to these stories from the ghosts themselves.
Ghost Theater,LICO,drama,9.77,16527190.0,2231745,0.13503475182411528,411665,2020.0,The shock of a tragic accident leaves talented actress Rahee Ku unable to make facial expressions. Her acting career seems hopeless... until she discovers the mysterious Ghost Theater.
Ghost Wife,Sejung,romance,9.73,142319479.0,10807074,0.07593531170810427,1377679,2018.0,"Liz is a normal teenage girl who can see monsters... that want to eat her. The only person who can save her is a demon with a creepy smile and an appetite for live cats. But first, she has to become his fiancÃ©!"
Ghost on the Roof,Klaus Scrimshaw,drama,9.54,2148745.0,288436,0.13423463463556634,103006,2022.0,"In modern-day Paris, 20-year old Christine Daaé is an aspiring opera singer whose dreams were shattered by a traumatic incident during an audition one year ago. She has all but given up on returning to the stage, until a mysterious voice on the roof of the Paris Opera House offers her the chance to get her life back. But in order to achieve her dreams, she'll have to ask herself if she's willing to believe in this ghost… and if she can trust him.

A modern retelling of ""The Phantom of the Opera"" by Gaston Leroux."
Ghosts Among the Wild Flowers,Ghost Wintersnow,fantasy,9.6,6836132.0,483205,0.07068397743051187,122931,2016.0,Â¨Ghosts among the wildflowersÂ¨ is a webcomic about a group of strangers coming together to search for a treasure they arent sure even exists.
Girls Have a Blog,"Sarah Bollinger, Tara Kurtzhals",slice of life,9.17,6589158.0,734546,0.11147797639698426,140722,2017.0,"Creating comics, playing videos games, eating burgers - everything is better when it's with your best friend. Learn how to adult with Tara and Sarah every Saturday!"
Girls of the Wild's,"HUN, ZHENA",action,9.56,178533779.0,8011837,0.04487574869515309,925458,2014.0,"Wild's High School, an all girls educational institute specializing in MMA, has a very special freshman enrolling this year. Jaegu, who fears women from being abandoned by his mother, is about to find out what girls are really all about in this action-packed school drama."
God of Bath,Ilkwon Ha,comedy,9.51,5777984.0,324661,0.056189321396528616,129500,2014.0,"To escape from a loan shark hunting him down, 23-year-old Heo Se runs straight into a mysterious and luxurious public bathhouse. After a strange twist of fate, he ends up working as a massage scrubber and has to fight to be the last scrubber standing. Let the battle to become the best scrubber... begin!"
