Title,Creators,Genre,Rating,Likes,Subscribers,Views,Synopsis
Nexus Point,"Sebastian von Buchwald, Trevor Mueller",sf,8.83,80669.0,39411.0,669727.0,"Gemi Reynolds just landed her dream tech job -- how did it put her at the top of someone's hit list? Suddenly she’s pulled into a world of cybercrime, where secretive hackers race to stay ahead of relentless bounty hunters. The only person who can keep her safe? Jack Travis, the very detective-turned-bounty hunter who’s been hired to arrest her. But Jack's own mysterious past is catching up to him, and he may need Gemi's help to stay alive."
Nice To Meet You,Wishroomness,romance,9.58,9597020.0,1495681.0,96607148.0,"A ditsy university student Mew finds a lost student card. Instead of doing the sensible thing, Mew decides to let fate take the wheel and try something silly. Little did she know, she would be confronting the owner of the card, Daze who has some things to say about what she did. Did Mew make the biggest mistake of her life? or the best decision of her life? Follow these two adorable goofballs to find out!"
Nicholalala,Nichola Gwon,"slice of life, slice_of_life",8.99,189984.0,19511.0,3009510.0,"See the world through Nicholalala's eyes. She has always seen the world a little differently, but now living in a new culture and struggling with a new language, she withdraws into her own mind and sees things in a more whimsical and creative way than real life. Where does reality end and imagination really start?"
Night Fishing,"GOOD GUY, LICO",thriller,9.24,72609.0,38467.0,601172.0,"Baeksu’s brother has gone missing. In a manhunt to find him, Baeksu Kang encounters the night fishermen. Their prey isn’t fish, however -- it’s humans! Their favorite fishing spot? The Han River. Their last catch? Baeksu’s brother. Can Baeksu stay alive long enough to find out the secret behind his brother’s disappearance, or will the underground predators catch him first?"
Night Owls & Summer Skies,"Rebecca Sullivan, TIKKLIL, WmW",romance,9.78,3418644.0,626950.0,33758770.0,"Despite her tough exterior, seventeen year-old Emma Lane has never been the outdoorsy type. So when her mother unceremoniously dumps her at Camp Mapplewood for the summer, she’s determined to get kicked out fast. However, when she draws the attention of Vivian Black, a mysterious and gorgeous assistant counselor, she discovers that there may be more to this camp than mean girls and mosquitos. There might even be love."
Night of Shadows,YUNG,fantasy,9.77,652252.0,235603.0,5543649.0,"Dreams come and go, but this nightmare is here to stay. 
Areum keeps a note to keep track of her dreams and premonitions, which, to her horror, oftentimes become true. One day, she discovers a set of pages she doesn’t remember writing, and that’s when all hell breaks out in her school. Can she piece the broken parts of her dream together and survive the terror that lurks in the dark?
"
Night of Silence,"Dongwoo Han, Q-Ha",thriller,9.14,125924.0,83224.0,1139559.0,"[PUBG UNIVERSE] When Leah finally returns to her small town after five years, she doesn’t find the warm welcome she’s expecting, as she opens the door to find her father’s corpse hanging from the ceiling. The police rule it a suicide, but the longer she stays in town, the more she suspects that it was anything but. In the middle of it all is a violent book her father was writing called Battlegrounds, which has half of its pages missing. But the townsfolk don’t appreciate Leah snooping around, and there’s no limit to what they’ll do to stop her from uncovering the truth."
Night of the Goblin,"dool, munsik",action,9.27,534414.0,189640.0,7726735.0,"Until just a few days ago, Siu Choi was your typical high school student. But suddenly he finds out he’s a descendant of the goblin clan, and thus a half-demon.
In a dark realm of another world there lives the Demon King, the demon who rules over the night and reigns over all demons of the world.
Now, the fight for the throne begins.
"
Nina Lives Alone,SgtBaconBurger,comedy,9.53,293663.0,87779.0,2360490.0,"Nina is living on her own for the first time, and between work, classes, and home maintenance, she's determined to make it work. Sure, she's learning as she goes, but how hard could it possibly be?"
Nina's Magic Chest,RD,"fantasy, thriller",9.02,654027.0,62118.0,4662326.0,"Nina is living on her own for the first time and failing hard at adulting. She can’t hold down any part-time jobs, let alone get hired as a full-time employee anywhere. One day, she finds a magic chest on the street that seems to make wishes come true. What started out of curiosity and fun, quickly takes a dark turn as she becomes entangled with strange people and inexplicable events. Nina will have to face the butterfly effects of her seemingly innocuous wishes!
​"
No Kids Zone,"MemeMachine, RIGHT HAND",sf,9.47,14944.0,25673.0,140759.0,"Doesn’t every child dream of a world without grown-ups? But when a deadly virus wipes out everyone over the age of twenty, reality proves to be far more sinister than a childhood fantasy.
By the time No-eul turns eight, he is already familiar with the virus and the mysterious monsters that roam the land. When his mother passes away and his village comes under threat, he sets out on a journey to find ""Utopia,"" a rumored safe haven said to hold the cure for the virus.
But this so-called ""Utopia"" may not be what it seems...
"
No Longer A Heroine!,Maenggi Ki,"drama, romance",9.36,3988568.0,433168.0,27849423.0,"Lisa Cheon used to be the nation's favorite on-screen idol, but swiftly falls from grace after being framed as a drug addict. She is offered the opportunity to turn it all around by starring on a new TV show, but it won't be easy: her character's love interest is her ex-boyfriend, and she's too nervous to act without alcohol. Can Lisa regain what she has lost and face the demons of her past?"
No Marriage is Perfect,"CHOI, Lee Dahong, Long.B",romance,8.76,2782957.0,553478.0,30765901.0,"An argument, a fall, and a lie. Determined to save her loveless marriage, Yeonhwa impulsively fakes memory loss to buy herself some time. After all, who would insist on divorcing someone with a brain injury? But now, not only is her ice-cold husband suddenly warm and caring, he’s telling her that they’ve always shared a bed -- even though she knows they’ve never even kissed! How long can she hold him at bay? Does she even want to? And maybe more to the point, who’s playing who, here?"
No Office Romance!,"Dooboo, Namsoo",romance,9.68,831870.0,226250.0,6925019.0,"Are first loves overrated, or can a reunion as adults bring back emotions of the past? 
Yunji and Saebom share a first love story left unfinished, abruptly interrupted by ten years of being apart. Now, as adults, both seem to have moved on from that unfinished chapter of their lives and agree to remain friends and coworkers. However, the surface is not everything there is to be seen, as an unspoken tension lingers between them. Will they merely stay friends, or does destiny have other plans for them? 
"
No Outtakes,"Go Sun Young, Go Sunyoung",romance,9.46,919213.0,204541.0,7464197.0,"Jaerin seems like a hip college girl, but she spends her days as a shut-in geeking over Hwi, the male lead of her favorite period drama “Hwaya.” As part of a family intervention, her sister talks her into accepting a job as a TV extra. Upon arrival, Jaerin discovers that the set is for “Hwaya” but ruins the takes with her awkward movement. Worse comes to worst when she wanders off set and runs into Ahn, the actor playing Hwi. While Jaerin loves Hwi to death, she couldn’t care less about the egomaniacal star bringing him to life. Yet lo and behold, a near-fatal accident transports them into the drama! The once fictional world is now their reality. Jaerin must act out the role of Hwaya, the dragon maiden who saves her country from peril, without butchering her lines. Can she put up with Ahn and pull off her role as the heroine in a world without outtakes?"
No Rose Without Thorns,"dueyoung, hyejinyang02",thriller,9.06,397897.0,75887.0,2810559.0,"Up-and-coming idol group member Rose goes on a secret date with her boyfriend for her birthday, only to be kidnapped and demanded money for their freedom. Her abductors seem far from stable, and her boyfriend seems to be more invested in his own freedom than her safety. Now that she realizes that she is completely on her own, Rose must outsmart her captors and fight for her freedom. "
No Scope,ZOYANG,sports,9.75,5931644.0,697513.0,68793084.0,"PSI BOND: it's the hottest online game in the world. Self-confident high schooler Suho Kang is a Grand Master, a title only the top 1% of players can achieve. He decides to take clueless Doyoon Lee, a loner who may or may not be a gaming genius, under his wing. Join them on the battlefield of PSI BOND, where high-speed connections and high school will never be the same again."
