Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
Descended from Divinity,fantasy,"Altoran, San Cheon, UPU, ZAINO",15311215.0,1562768,273860,9.22,,Wednesday,"“Is this a mission I was sent on by the gods? Or is this just divine punishment?” Junghyeok Baek, divine demon overlord of Murim, finds that he’s been reincarnated into the body of Roman Dimitri, the dim-witted son of a baron who’s obsessed with the luxuries of the aristocratic lifestyle. But with his new status, Jung-hyeok is ready to shake things up on the continent of Salamander. Will the divine demon accomplish what he’s set out to do? And will he finally get the answers to this mysterious reincarnation?"
Designated Bully,action,GRIMZO,25567519.0,2316918,636851,9.24,,Sunday,"After dropping out of high school, Daegun Kwon is working part-time at a convenience store while preparing to get his GED. After being harassed by a group of punks during work and teaching them a lesson, Daegun is approached by a woman from the Education Foundation about a project called “Designated Bully”. After being offered another chance at a normal life, Daegun accepts the offer and attends school to perform his one duty as the designated bully: To take down the other bullies, and restore order to the school."
Devil Number 4,supernatural,"jangjin, woombeee",144208949.0,13734259,1860765,9.77,2019.0,Wednesday,"When a down-on-her-luck student runs out of money -- and hope -- it's time for the devil to make his entrance and give her an offer she can't refuse. But this devil has problems of his own. He's a cog in Satan's corporate ladder, who's quickly losing credibility because that same desperate girl isn't ready to part with her soul willingly. Now, she's working at his coffee shop while he tries to convince her that she can have it all. And the cost? Merely her mortal soulâ€¦"
DevilUp,action,VoyceMe Inc.,282653.0,24034,31261,4.16,,Friday,"Silas Reinheart has lost his family and the love of his life, only to awaken in hell facing the consequences of his dying words. He had cursed the gods and blamed them for the horrors struck upon his village, dooming him to an eternity of torment. But when a Devil offers Silas a deal, his fate is altered allowing him to return to the world of the living and collect souls as the Devil’s Spawn. If Silas refuses, he and his loved ones will be lost for eternity, however if he accepts the Devil’s contract there is a chance he can save the souls of those he lost."
Devilish Romance,supernatural,"Lee Kong-joo, White Eagle, sing-nanda",22091064.0,2731288,501540,9.49,2021.0,Saturday,"After being unfairly framed in devildom, middle-tier devil Sitri falls onto Earth as a human and searches for a serial killer who could take him back to his origin. He meets a stubborn, strict human boss who he initially hates; however, he eventually starts having feelings for her. Love has no limits, but... does it really? What will be their fate?"
Devilish Son-In-Law,fantasy,"Park Sol, ilyuk",3398912.0,338614,246300,9.68,,Saturday,"Jaerim, a.k.a. the “Executioner”, the most fearsome villain of all, is about to marry his civilian girlfriend! But before they can say “I do”, he has to survive life with her family, who just so happen to be the most powerful superhero clan. Can he keep his identity a secret and convince them that he’s the perfect son-in-law?"
Disaster is Always By My Side,romance,Lee Hye,2257322.0,298985,122487,9.7,,Sunday,"Everything seems perfect in Dami Yun's life. Her career prospects look bright, and her childhood crush Ho-won even moved back to Korea to confess to her. But her world turns upside down when an anonymous letter leads her to a mysterious house, where she ends up trapped for three hours… except in the outside world, a decade has passed and Dami has been declared dead! Can Jaenan, the mysterious, surly god and owner of the home, help her navigate this chaos? Why does disaster strike wherever she goes? And why is this unhelpful god having prophetic dreams about them being together?!"
Disconnected from Reality,thriller,"HHAANN, LIMYE",3290018.0,330771,136060,8.96,,Sunday,"“Please help! I’ve been kidnapped by this man. Please call the police!”
Just like any other night, Hyeseong spends his time playing games with an online friend, Nana. But when Nana goes AFK and accidentally leaves his mic on, Hyeseong hears the voice of a panicked girl crying for help, saying she’s been kidnapped.
Once Nana gets back, he sounds suspicious of Hyeseong, even asking questions that sound like he’s trying to gauge Hyeseong’s reaction. Despite Hyeseong trying to act as natural as possible, Nana insists on meeting IRL…"
Discovering Love: A Harlequin Romance Collection,romance,Various Artists,1839571.0,199024,66169,8.86,2022.0,"Monday, Thursday","Is love ever where we expect it to be? Love has a way of bringing people together, no matter how different they might seem. Come along on this journey to discover the stories of unexpected pairs finding love in this anthology from Harlequin -- complete with dramatic reunions, off-limits relationships, and magic! It won’t be easy to overcome life’s complicated trials and tribulations, but love always finds a way back to the heart. "
Distant Sky,horror,"Inwan Youn, Sunhee Kim",29300538.0,1951295,512302,9.59,2014.0,Friday,"""Am I the only one still alive?"" A boy wakes up to find himself in a building full of dead people, and Gangnam is shrouded in complete darkness. No cars, no electricity and no stars in the skyâ€¦ Not only Gangnam but the entire city seems deserted."
Divine Circumstances,romance,"Jeong Aro, Kim lum, MIN, Yusoo",2881509.0,274533,127727,7.43,,Tuesday,People have red threads that tie them to their destined significant other. Are Ryeong and Taeseong going to be tangled up by their red threads? Are they just enemies that couldn’t stop bickering? Or are they going to be lovers bound by the red threads?
Divine Delivery,action,"GGULBEOM, JAMGGYU, oceanlady",4120127.0,334383,105504,9.33,,Wednesday,"Enter the world of Hajun Lee, just your average delivery guy trying to make ends meet. But when he's summoned to Olympus for a special delivery, his life takes an unexpected turn. Suddenly, he's the personal delivery man for the gods, earning big bucks and upgrading his gear with each risky delivery. Follow his daring escapades through dungeons and battles with monsters as he learns to outsmart them all. From one divine job to the next, Hajun faces it all with wit and guts. But can he keep up the hustle of being a regular delivery guy while also serving the mighty gods?"
Diving Into Love,romance,ILGONG,868801.0,81353,45738,8.3,,Saturday,"When her father tries to force her into financial independence and out of her bed, Taepyeong accidentally runs into a man who can… turn into a fish?! To make matters more complicated, a cunning hotel president plots to take away her seafood restaurant. Now, Taepyeong has to find a way to save her restaurant and her love life all at the same time!"
Divorcing My Tyrant Husband,romance,"Josara, Oh Youn Ha",35280907.0,3750503,655685,8.74,,Saturday,"Lim Jeongah used to be an ordinary grad student living in South Korea. After reading the novel “The Flower From Another World,” late into the night, she wakes up as Empress Robellia Le Castilla, the wife of the tyrant Alexandros the second. Though Jeongah had felt sorry for Robellia while reading the novel, she never wanted to become her. Alas, Jeongah must accept her new reality and find a way to divorce her husband. At first, she thinks this will be easy, as the emperor is always cold toward Robellia and only expresses affection to his consort in the novel. However, every act of trying to get Alexandros to agree to a divorce piques his curiosity instead. Will Jeongah succeed at getting the happy, solo life she wished for Robellia to have?"
Do Not Hold on to the Broken Branch,fantasy,"CAPTAIN, jocopia",5514500.0,439320,218203,6.89,,Wednesday,"After two failed engagements and the downfall of her family, Deatrice, the Duke's daughter and once the most celebrated socialite in high society, finds herself in a reluctant reunification with Lucius. Lucius is her former fiance and currently the Emperor's favorite knight whose life had been ruined by her own father six years ago. Is this forced marriage the beginning of Lucius' vengeance? Could fate turn it into a second chance for them to get over the shadows of their painful past and find true love?"
Do You Like Tomboys?,comedy,LummyPix,10229735.0,1519486,308296,9.04,,Sunday,"Shaye has always had a very noble dream: to date an extremely hot girl. However, after she meets her dream girl, the cute tomboy Charlie, it proves to be more difficult than expected... Join Shaye and Charlie on their cute, goofy, awkward, and (hopefully?) sexy attempt at dating. "
Do You Remember,mystery,Mallowboo,1191001.0,139930,46503,9.01,,Thursday,"Amber Everton wakes up one day to discover that his younger brother, Aaron, has completely vanished, along with all of his possessions and everyone else's memory of him. Only Amber and his best friend Wes can remember Aaron, and so they set out to find him, discovering strange magic and dark forces at play in the shadows. "
Don't Read This,horror,I Drink Mercury,25345612.0,2099226,454185,9.07,,"Tuesday, Saturday","There is no story to read here. (Interactive)

This series contains themes regarding mental health and anxiety that may not be suitable for all readers. 

Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
"Don't Worry, Dear NPC!",slice of life,MirageStar,361169.0,39391,34294,9.63,,Saturday,"The RPG “Lost Story” not only allows players to interact with NPCs but also introduces a new system to rank your closeness with them. With this update, the hero discovers that his relationship with Emma, one of the guild receptionists, is maxed out—even though that shouldn’t be possible! Despite being level 99, Emma always worries whenever he leaves, no matter how much he tries to reassure her that he’ll be fine. Meanwhile, he encounters two star-crossed lovers: the inventor Slaki and Iragneff, the avatar of a god. Can he help them be together while also coming to terms with his own feelings for Emma?"
Doodle for Food,slice of life,Megan McKay,54385313.0,3641735,186200,9.44,2015.0,"Thursday, Friday",Cute and funny comics with a pinch of biting humor.
Doom Breaker,action,Blue-Deep,85401507.0,5875699,1187398,9.77,2021.0,Saturday,"Zephyr is the last human fighting evil in a world abandoned by the gods. When he is killed in battle by Tartarus, the god of destruction, all hope for humanity seems lost. But Zephyr's fate is not sealed -- the gods who find his battles entertaining have gifted him a second chance at life, as he is sent ten years into the past, back to when he was a slave instead of the most powerful human alive. Can Zephyr get his revenge against Tartarus and save the woman he loves, or is he doomed to repeat the past?"
Double Click,sports,"1991_corp, KIM JANGHUN, PARK SUBONG",24293755.0,2106385,332583,9.68,2021.0,Saturday,"What happens when you lose the one thing that you were the best in the world at? Jiho Seong was once a top-ranked player in the online action game, One Sword. When the game eventually shuts down due to a lack of players, he loses all interest in competitive gaming. That is, until he finds out that his school has an e-sports club and discovers a popular team-based game called Sword Rush, which seems to be an exact copy of One Sword. With new teammates now by his side, Jiho takes another shot at rising to the top of the game! 
"
Double-Binded By Love,romance,"Esam, Fortune King",2956789.0,230510,169711,7.36,2022.0,Saturday,"When two lovers are bound by the red thread of fate, they are destined to be together forever. But what happens when the thread binds three people together? Hyena Kim and Huiyeong Lee are two souls who have reincarnated countless times throughout history, falling in love only to be torn apart by tragedy in each life. That is, until one day, Huiyeong’s soul is split into two by a servant of Grandma Samsin, the deity of lovers. With the red thread of fate tying Hyena to both halves of Huiyeong, who will she choose for her chance at everlasting love?"
Down To Earth,romance,Pookie Senpai,548980118.0,26256211,4247799,9.78,2020.0,Tuesday,"Kade lives his average life alone and undisturbed... until a cute alien girl crashes into his backyard! By opening up his home, will this other worldly girl inadvertently open up his heart?"
Dr. Frost,mystery,"JongBeom Lee, Keon Tan",43250046.0,3604869,420370,9.8,2014.0,Saturday,"College professor by day, and bartender by night, psychologist Dr. Frost believes in one simple belief. Humans are all the same. He uses this tenet to guide his practice, and solves the puzzles of the human mind one by one."
Dr. Hound,thriller,"Aruani, Laym",2136933.0,306498,57608,9.07,2021.0,Monday,"Suryeom is just an ordinary veterinarian… or is he? There’s certainly more to Suryeom than meets the eye. What are his secrets? Where do his powers of perception come from? Who is his alter-ego, the Hound? And who is Argos? Whoever he is, there’s only one man who could catch him, and he calls himself… Dr. Hound."
Dragnarok,fantasy,"KPJ, Magmi",10717362.0,461427,364606,9.48,2017.0,Monday,"Dragnarok is a fantasy story set in Aradel, the world where humans and dragons used to live together in peace and harmony."
Dragnarok: Descendants,fantasy,"KPJ, Magmi",5854479.0,365461,223655,9.34,2018.0,Sunday,"Chosen by the dragon gods, Kirym, a man who wields great power, must go on a quest to save his family, his country, and his way of life. Up against a rogue dragon god and flesh eating monsters, Kirym and his friends must race against time... or lose everything."
Dragon Savior,fantasy,"Han SeRam, Tom",1624478.0,104120,50694,9.42,,Tuesday,"Not even a year into high school, Poli Na has already had enough. Everything seems so pointless, and her own life is no exception. That is, until a mysterious, transparent dragon appears and destroys the planet in a fit of rage. As the only person who can see this crystal-clear dragon, Poli is chosen to travel back in time to another world so that she can save Earth and this alternate world from being destroyed. The fate of two worlds hangs on Poli’s efforts to win over Israhi, the invisible dragon, and turn him toward the light."
Drawing on Heritage,"informative, tiptoon",WEBTOON Creators,603151.0,55098,28528,8.22,2022.0,Monday,"Welcome to McDonald’s Drawing on Heritage series. Each week we are transported to moments in time, both real and fictional, drawing on the artist’s APA heritage. We hope you’ll join us as we celebrate family bonds, coming of age and what it means to grow up Asian American. Follow along as we celebrate throughout APA Heritage Month."
Dreaming Freedom,"drama, romance",2L,41731989.0,3541630,1015498,9.52,2022.0,Thursday,"Jeongmin is a loner in high school being bullied by the Queen Bee, Juhyeon. The two were friends in elementary school before their friendship ended because of Juhyeon’s demand that Jeongmin should only be friends with her. Juhyeon uses this “betrayal” to fuel the classmates' insults and isolate Jeongmin in misery. Jeongmin has only one way to escape, through lucid dreams. One day, a mysterious man enters her dreams and offers to help her get revenge on Juhyeon…"
Dreamwalker,action,Magikfire,2883218.0,351884,96562,9.71,,Sunday,"Where do our souls travel when we dream? For the boy named Spider, dream worlds become reality when Nightmares come to steal the soul of the one he loves. Crossing dimensions to get her back, Spider must navigate a tricky web of fates as he joins the dreamwalkers.  "
Duchess in Ruins,romance,"Candlebambi, Lemon Frog, Saedle",9674640.0,957497,505079,9.3,,Monday,"Edele Lancaster is the perfect noble lady who has been groomed for the job. But when her husband whom she married reluctantly commits treason, she is branded a traitor and becomes a slave. Distraught, she tries to kill herself to preserve honor as a noble lady, but her new master, Count Laslo Krissus prevents her from doing so. Will Edele be able to find freedom and happiness in her new life as Count Krissus’ maid?"
Dungeons & Artifacts,action,"UMKY, Zerowater",46579172.0,4559482,603716,9.55,2021.0,Monday,"A dungeon-guiding gig goes sideways for explorer Stetch Atelier when the prince who hired him tricks him into activating a fatal curse. But instead of staying dead, Stetch is resurrected by a sentient artifact that offers him a deal that may help him get his revenge. To hold up his end of the bargain, Stetch sets off on a long journey of raiding dungeons, slaying monsters, and making new enemies and friends along the way."
Dungeons & Dentists,fantasy,Tricia Rose,1584414.0,233598,58043,9.16,,Thursday,"There’s no tooth too big, no cavity too small for Sandy Smyles, pediatric dentist extraordinaire. She’s confident she can handle it all… until a large green jerk storms in claiming he’s going to conquer her world. Is he in cosplay? Is he... an actual orc? Either way, Sandy is going to have to take on her biggest case yet: saving Earth! "
Duolingo Unleashed,comedy,"Karen Buchanan, Kylie ""Kole""  Hunsinger",7532914.0,129134,301237,9.0,,Tuesday,"Overwhelmed by his growing workload, Duo the Owl seeks an assistant. When his search leads him to a free clone machine, he thinks all his problems are solved—after all, who better to help Duo than Duo? But when Duo’s grand ambitions blow up in his face (literally) and wayward clones start terrorizing the city, it’s up to Duo and his crew to restore order… and more importantly, his reputation! Buckle up for a new adventure that questions what it truly means to be yourself."
Duty After School,sci-fi,Ilkwon Ha,7411616.0,518572,175893,9.67,2014.0,Friday,What would you do if your school's extracurricular activity was a mandatory military service amidst an actual war? A class of students is turned into a platoon of soldiers to fight against unknown slime-like objects.
EMPYREA,fantasy,OHKATES,31139193.0,3363254,646032,9.75,2018.0,Monday,"For centuries, twelve Guardians and the Knights who serve them have protected Mankind from the fearsome Keres, ancient creatures with a thirst for souls. However, a series of sudden and brutal attacks threatens the fragile peace between Realms. Now Hawk, a Knight who bows before no one, and Kira, a young inventor, find themselves in the eye of the storm and will have to rely on each other to navigate through decadent courts of intrigue and deceit..."
Eat Fighter,sports,"Crystal Skillman, Fernando Pinto, Fred Van Lente",1000000.0,71254,27829,5.4,2018.0,Saturday,"Eat Fighter is a competitive eating, zombie murder epic that follows Miss, a thirty-something fitness nut who throws away her kale and step-counting ways to become a superstar on the competitive eating circuit. Following the lifestyle of her late brother, who was a champion competitive eater himself, she embarks on a quest to Seoul to become the World Champion Eat Fighter. But eating barrels of barbecue and acres of apple pie doesn't come without a priceâ€”so what's Miss's secret as to why she can eat as much as she wants and never gain a pound?"
Eaternal Nocturnal,romance,instantmiso,98266082.0,10647217,1387421,9.82,2021.0,Thursday,"The man of her dreams does exist… too bad she can’t fall asleep. When Eve is visited one night by a mysterious apparition, she finds that her chronic insomnia is miraculously cured. Meanwhile Dae, the dream eater, finds himself unexpectedly and unwillingly drawn to Eve. This can either be a dream come true or their worst nightmare."
Ecstasy Hearts,sports,SilentMaru,148082038.0,4555447,1426572,9.02,2016.0,Thursday,"Shimizu Anya is the daughter of the two former top Tennis Players of the world. And now, it's her time to conquer the domain of Professional Tennis at least until her destined rival came and completely crushed her before she could even break out of her bubble. This is where her one-sided rivalry begins."
Edith,romance,Swansgarden,122712976.0,11216015,1300000,9.62,2019.0,Monday,"Edith is not your typical heroine. She struggles with her confidence, her morals, and life in general by not only holding herself to high standards, but her men as well. Enter two less-than-perfect men: one who may be the Prince Charming she's been waiting for to deliver a fairy tale ending, the other a brash reality check who does NOT believe in happily-ever-after. What will Edith do? Will she sacrifice her standards? Or keep searching for that mythical white knight who may or may not exist in the first place? Funny, messy and sexy, Edith's journey is relatable to anyone who's ever left their heart on the battlefield of the dating world."
Eggnoid,sci-fi,Archie the Redcat,210597896.0,14884727,1400000,9.65,2017.0,Saturday,"When Ran wakes up to a giant egg by her bed the morning after being rejected by her longtime crush, she has no idea what to do. To make things weirder, a handsome man emerges out of the egg and starts calling her ""mom""! As Ran and Eggy grow closer, she starts questioning their relationship. Is she really just his ""mom""?"
Eleceed,action,"Jeho Son, ZHENA",396079414.0,33476068,2069244,9.94,2019.0,Tuesday,"Jiwoo is a kind-hearted young man who harnesses the lightning quick reflexes of a cat to secretly make the world a better place , one saved little child or foster pet at a time. Kayden is a secret agent on the run, who finds himself stuck in the body of aâ€¦umâ€¦decidedly fat old fluffy cat. Together, armed with Jiwoo's super powers and Kayden's uber-smarts, they're out to fight those forces who would let evil rule this world. That is, if they can stand each other long enough to get the job done."
Elegant Desire,drama,Kim Jong Geon,9457630.0,410320,183659,6.77,,Monday,What’s the chance of running into your first love again after twelve years? This is exactly what happens to Solhui after attending her frenemy’s bridal shower. What’s more? Her first love is having an affair with a married woman. But that’s not all. She meets him and the woman again when she starts a viola lesson with a new student. 
Elena,horror,Jorge Jaramillo,6332519.0,279051,126378,9.52,2015.0,Friday,Web graphic novel about a larger than life love story. Every week a new page will be unveiled.
Elf & Warrior,fantasy,"AC Stuart, Victor Rosas II",29575375.0,2656223,238729,9.68,2016.0,Wednesday,"Elf & Warrior follows the adventures of a young, optimistic Elf named Basri and his Uncle Hector, a reformed (sort of) criminal in a unique fantasy setting full of strange monsters and magic."
Emerald Midnight's Lover,drama,Baeck Jack,1041416.0,112622,69685,9.04,,Saturday,"The year is 1887 in the rolling hills of the French countryside. The estate of Viscount de Rougemerle gently basks in its verdant glory, a beacon in the twilight years of the aristocracy. With the return of the viscount’s wayward son Cameron, however, the tranquility of this stately home threatens to shatter into scandal. It falls upon Edgar O’Grady, an Irish butler in service of the Rougemerles, to maintain decorum in the household, all the while protecting his childhood friend June and his master’s daughter Lady Victoria, as each furtive glance gleams the emerald green of envy…"
Emperor Hunt,fantasy,KAN,4083829.0,501408,206030,9.5,,Sunday,"Earth is destroyed, and the sole survivor is the immortal being Seul Yun. After losing the only person she ever cared about, she is set out to seek revenge on the one behind it all – the emperor Horson. However, Seul finds herself lost in a strange world called Hetra. There, she must learn to harness her new abilities and fight against a new type of evil. Will Seul be able to hunt down the emperor and carry out her revenge?"
Emperor of Solo Play,action,"Dedart, S.sin, silvering26",164201.0,10051,39401,8.67,,Saturday,"Betrayed by his guild and defeated by a top player, Hyrkan loses everything. Before he can get revenge, a fatal accident ends his life—only for him to wake up years in the past, back at the start of Warlord. Now, with his memories intact, he’s determined to rise to the top alone. But in a game where power means everything, can he truly survive without any allies? The Emperor of Solo Play is back, and this time, he’s playing by his own rules."
Endless Summer,romance,"DAL-RO, HEYU, Solbangul",2925790.0,216980,183143,9.03,,Saturday,"After being joyfully reunited with Jinhan Ryu, the best friend of her brother, Hayeon Ji’s day immediately takes a turn for the worse as the two witness her boyfriend with another woman, right in front of them.
After a series of awkward, coincidental encounters between the two, Hayeon and Jinhan begin to get reacquainted with one another. But after spending some time together, Jinhan seems to begin seeing her as more than his friend’s little sister.
"
Enoch: The Shining Tree,action,Chiroyugo,723427.0,83357,49871,9.32,,Thursday,"""You shall live and suffer for eternity, trapped within your armor, prisoners of time.""
Enoch's life is turned upside down when his entire family is slaughtered overnight by the cursed knights.
The knights wander, sentenced by the witch's curse to a fate of endless empty slaughters.
Enoch trampled under their trail of blood, burns for a vengeance that outlasts, outdoes eternity.
Who will be whose fate? Who is the one that orchestrates their conflicting fates?"
Enrolling in the Transcendent Academy,fantasy,"Dupacitapa, Eojjeoda, KyuJeanne",28909939.0,2312761,354788,9.51,,Saturday,"After a hundred years of monsters, it’s become the norm to train at hunter academies if you want to become a professional monster hunter. And that’s just what hard-working orphan Seojun Kim dreams of. But after a freak accident dashes his hopes, ads for the mysterious Transcendent Academy pop up on his phone, offering him a chance to train virtually with history’s most legendary warriors.
As he levels up, he’s soon caught up in the world of hunter academies, dungeon raids, and competitive tournaments. But the more he learns, the more questions he has about the people surrounding him, his past, and the secrets of the Transcendent Academy.
"
Epic V,comedy,"Ardtron, GNICE",579275.0,21703,6323,5.79,2014.0,"Tuesday, Thursday","Epic V is a series about three friends, their snake, and epic V-necks. Sometimes our friends can be obnoxious, embarrassing, or nosy, but we accept them for who they are. Celebrate the awkward times of boyish friendship with Epic V!"
Epilogue,thriller,Cho Seok,1617569.0,206509,80752,9.48,2021.0,Wednesday,"What would you do if you discovered that the third-rate story in your free daily newspaper was actually an account of someone's murder? As Haesu Choi goes through his daily morning newspaper, ""Rotary N,"" to look for jobs, he stumbles across an ongoing serial thriller called ""Epilogue."" At first glance it just seems like pulp fiction, but as the story progresses, the characters turn out to be real-life victims. Get ready for a series full of twists and turns, with murder around every corner."
Eros Conquers All,supernatural,ameliori,3471736.0,430090,192162,9.62,2022.0,Saturday,"Once feared among gods, Eros, the God of Love, has resigned himself to living quietly amongst mortals, feeding off their desire. But with the loss of his old weapon, the arrival of new mysterious gods and a fateful prophecy, Eros may have no choice but to become the great, blood-winged god once more."
Escape Room,thriller,10PARK,30210772.0,3149968,491117,9.65,2019.0,Thursday,"Overly rational. Sociopathic, even. Sean's unfeeling personality consistently drives people away from him. That is, until he wakes up after a night of heavy drinking in... an escape room? Now he must use his unique mind and join hands with other players to survive sadistic games of life and death. The only way out is to escape!"
Escape from Oz,comedy,Kelly Angel,726385.0,111292,34548,8.79,,Wednesday,"Dot and her dog Toto crash land into Oz, a city famed for its nightlife, its lack of exit, and its vast amount of dangers. Together they forge their way down the yellow brick to get to the Wizard who can hopefully help them leave this crazy place!"
Escaping the Illusion,drama,"Poppy, Soohee",543924.0,47929,72504,9.44,,Thursday,"Beloved idol Yoonjae Ahn, renowned for his impeccable charm and striking appearance, secures a coveted spot on a popular variety show, boosting his solo career. Just as he’s savoring success, his forgotten past resurfaces, threatening his celebrity status. Can Yoonjae shield his career from the looming secrets? With stakes at their highest, will his charm and unwavering determination prove sufficient to conquer the ghosts of his past?"
Eternals: The 500 Year War,superhero,Marvel,1094814.0,72361,173047,7.35,2022.0,Friday,"An international, all-star creative team of writers and artists presents ETERNALS: THE 500 YEAR WAR! Follow the Eternals in their past encounters against the Deviants in this original 7 episode series! Learn how the Eternals interacted with different cultures of the human race across time, gifting humanity with cultural artifacts while also trying to keep them safe from the Deviant threat. It’s a battle that spans centuries, with the fate of the planet at stake!"
Evelyne and the Occult,supernatural,InksOwl comics,17088955.0,2179501,407813,9.36,2021.0,Sunday,"Enamored with the occult and the supernatural, young Evelyne is determined to make contact with whatever might be hiding beyond this world. Little does she know, this dark path will lead her far beyond her wildest dreams. Join Evie and her friends Leo, Ana and Sam on their fun and spooky adventures and see how far their curiosity will lead them."
Even When I’m Dead,romance,"BestFriend, Han Yoon seol, MIKA",5977871.0,515726,246993,9.0,,Thursday,"On the day of my wedding, I found out that my lover was cheating on me with my best friend. I died because of their betrayal, and when I opened my eyes again, I returned to the past. I thought this was a blessing from God, a chance to take revenge. But this return was neverending as I kept dying either from their betrayal or in an accident. After my repeated death, I realized that accidents did not cause all of my deaths but that I was being murdered. So this time, I faked my death and left everything behind to catch the murderer, who was killing me repeatedly and to take my revenge finally."
Everfallen,fantasy,Alai Cinereo,2212065.0,278203,162626,9.15,,Friday,"As a fehru-alchemist, Dave should not exist, but then, a lot of things should not exist. After a disturbing turn of events, Dave finds himself returning to Rhi-Daton, the very city he escaped from years ago. Meanwhile, a strange woman with mysterious powers joins forces with the merciless House Dawn to intercept a peculiar weapon before it falls into the wrong hands. Things take a turn for the worse when the city unexpectedly closes its gates. Trapped inside with no way out, Dave runs into Leto, a fellow alchemist. Together, the duo must uncover the secrets of the past and prevent the disaster from unraveling further than it already has."
Everything is Fine,horror,Mike Birchall,110929748.0,7465642,1566494,9.73,2021.0,Monday,"Sam and Maggie are a normal couple, in a normal house, in a normal neighborhood. There is nothing strange about their heads, their neighbors or their sweet little dog. Everything is Fine."
Everywhere & Nowhere,comedy,"Merryweather, PeaCH",105625730.0,11914152,811897,9.58,2019.0,"Wednesday, Sunday","Based on two of Shakespeare's most beloved supporting characters, Everywhere and Nowhere follows the time travelling adventures of best friends Anne Guildenstern and William Rosencrantz, as they explore, fight and flirt their way through history. Their first stop is Ancient Greece, where the pair find themselves at the right hand of a very charismatic Greek leader loved by men and women alike, who also may just be bringing his people to the brink of war."
Ex-Love Review,romance,"La Hee, Pyeonggang",5539678.0,345736,356276,9.28,,Thursday,"Giju is highly competent, but when it comes to love, she always seems to choose the wrong guy.
This time, she thought things would be different. But again her faith is betrayed, and during a heated argument, she ends up falling down a flight of stairs.
When she awakens in the hospital, she starts seeing suspicious ‘relationship reviews’ of others!
‘Love reviews written by their former exes…?’
Could this strange phenomenon be able to save Giju’s love life?
"
Exchange Student,drama,ultrafrog,6286759.0,596592,161551,8.69,,Tuesday,"After Yongcheol's mother suddenly faints on the day of her college entrance exam, her world is turned upside down. She starts working to pay for the hospital bills, but one day after work, a university jacket randomly lands on top of her head. Inside the jacket, she finds the ID card of a student named Chaeyeon Lee. One thing leads to another, and she starts impersonating that student. While things seemed all right initially, the real Chaeyeon finally shows up. How will Yongcheol explain her way out of this, and does this mean the end of school for her?"
Extraordinary Attorney Woo,drama,"HwaUmJo, LeeYeJi, Moon Jiwon, Yuil",6802443.0,826784,292371,9.65,,Friday,"The adaptation to the live drama hit!
Woo Young-woo is a rookie attorney on the autism spectrum at one of Korea’s most prestigious law firms, Hanbada. Using her encyclopedic memory and creative thought process, she can find unconventional solutions to the toughest cases — but can she succeed while facing discrimination and stigma?
"
Eyes,fantasy,"Jeong Summer, Youngsoon Yang",2386132.0,2400000,52259,9.66,2021.0,Saturday,"""Juan Seo"" is a high school student who was born with just one eye. He has an uncanny feeling that someone is watching him every day at school. Even though he's scared to death, Juan can't help but be curious... Until one day, he learns of the ""avian humanoids"" and falls into a state of great confusion. In the midst of this blood curdling tension, the war of the avian humanoids is set in motion!"
FAMILY MAN,drama,Pillwon Jung,2759218.0,155030,42352,9.72,2014.0,"Monday, Tuesday","Gang-ho is a laborer at the local factory, sleeping just 3 hours a day and working like a horse. But when his face is burned in an accident at work, he's left unemployed. Scared of his daughter's reaction to his burns, Gang-ho decides to transform into the superhero, Gugu-Man!"
FINALITY,mystery,"Colleen Doran, Warren Ellis",357579.0,25737,34664,8.11,2018.0,Friday,"FELICITY ROCKALL was the world's greatest criminal investigator. She retired at the age of 35 after spending ten years working for international criminal courts. A young agent from the White House's Intelligence Support Activity, AMY ASH, is reluctantly sent to get her. There's been a murder, one apparently insoluble, and Rockall's skills are required one more time."
FLOAT,romance,"Cj Joaquin, Kate Marchant, WmW",12047339.0,1030546,228898,9.09,,Monday,"Amidst the chaos of her parents’ bitter divorce, Alaskan teenager Waverly Lyons trades in her textbooks and parka for a summer of suntans and short-shorts with her aunt in Florida. A fish out of water even back in the snow, Waverly is determined to be everything she isn’t back home: cool, fun, dare she even say part of a group? There’s just one problem.
She doesn’t know how to swim.
Enter Blake—the super-tan, super-hot, super-arrogant boy next door who seems to hate her guts. When he discovers her secret, Waverly is positive that her perfect summer is perfectly over. But then Blake does the unthinkable. He offers to teach her."
FLOWAR,sci-fi,Hongjacga,2200206.0,291361,92722,9.48,2021.0,Wednesday,"""Wake up."" These are the words Sora Han hears right before her heart stops and then begins to beat again. The first and only person in the world to successfully have a plant heart transplant, Sora has felt an inexplicable pull to go to outer space ever since her operation. At 25 years old, she finally gets the chance. But why does everything on the planet she travels to seem familiar? Sora learns more about herself on this journey than she could have ever imagined."
