Title,Genre,Creators,Views,Likes,Subscribers,Rating,Release Date,Schedule,Synopsis
Study Group,action,"Hyungwuk Shin, Seungyeon Ryu",57154965.0,4167964,914972,9.74,2021.0,Sunday,"Nicknamed the “school for future criminals,” Yusung Technical High School isn’t exactly the ideal place to study. A rarity among his peers, Gamin is a student with just one goal: to get into university. At a school where it’s every man for himself, he is rejected from countless study groups before he decides to form his own. When Hankyeong, Gamin’s former tutor, joins his high school in hopes of earning her teacher certification, it seems like they’re both reaching for the impossible. Can they defeat the odds and achieve their dreams?

"
SubZero,romance,Junepurrr,406875381.0,27611173,3126333,9.78,2018.0,Monday,"What would you sacrifice to save your family? How far would you go to protect your people? For Clove, the last princess of a near-extinct Dragon clan, the answer is the unthinkable: MARRY your greatest sworn enemy in an effort to bring peace to your land."
Subtle Disaster,drama,SUNGHO AN,3637670.0,220467,53643,9.4,2014.0,Tuesday,"A webtoon writer, Songshin Ha, lives in the apartment, at the top of the hill, that has serious problem with neighbor's noise;
 and he desperately wants to solve the problem with his neighbors."
Suhee0,slice of life,bdmood,5083249.0,728824,136098,9.03,,Saturday,"Suhee is an average office worker. Her boss seems to hate her, and she shoulders the burden of looking after her two young siblings and aging father. After making an impromptu appearance on her brother's livestream, Suhee discovers her potential as an internet broadcaster. 
To improve her family’s financial situation, she dives into the exciting yet mysterious world of internet fame, as fans and industry figures show support for her. Her new career seems promising, but is everything too good to be true? 
Can Suhee lift her family out of poverty and change her life?"
Suitor Armor,fantasy,Purpah,144036419.0,13640976,1632485,9.74,2020.0,Friday,"Lady-in-waiting, Lucia believes getting through the royal wedding will be the toughest part of her new life. That is until she finds herself falling head over heels with Modeus, an up-and-coming knight to the king's guard. With her newfound interest, she is quickly awakened to the mysteries of the kingdom when she learns Modeus is in fact an enchanted suit of armor without a soul. Could there be more to him than just shining armor?"
Sunset Phoenix,mystery,NeverDraws,1117094.0,180830,67429,9.76,,Saturday,"An immortal criminal kingpin is dead, and you’re holding the murder weapon. Things can't look much worse for Emilia, a spy in the wrong place, wrong time. Framed for the murder, she and her reckless immortal boss Valentine must find the real culprit before the city succumbs to war between the criminal factions… and Emilia loses her own head."
Super Awkward Man,comedy,"Afra, Pixzzo",2526798.0,313613,102912,9.52,2021.0,Monday,Is everyone around you a Cringelord? ...Join SAM on his miserable journey to save the world from awkwardness!
Super Cake,action,James Peay,92161.0,9703,12526,7.69,,Tuesday,"In ancient times during the cosmic war of Flatulents, alien outlaw Bumen navigated battles in pursuit of the ultimate power in the universe: SUPER CAKE.  As he grabbed the last remaining piece he was suddenly blasted by the ruthless Vegonian warlord Epi.  Bumen had seemingly been erased from existence along with the final slice of Super Cake.

Fast forward to Earth 2098: Goofy, wise-cracking teen Perry has finally overcome his lifelong food allergies and is about to celebrate with his first taste of cake alongside his brother Ed and closest friends.  But as soon as Perry takes his first bite, Bumen suddenly emerges in a burst of chaotic light, turning both their worlds upside down.

With their fates mysteriously tied to each other, Bumen and Perry must now navigate a world of teenage drama and alien assassins. Can they defend the Earth from the vengeful forces of warlord Epi, who is convinced Bumen is the key to obtaining Super Cake once again?"
Super Secret,romance,eon,216500272.0,12397084,1859159,9.83,2016.0,Wednesday,"You know that one close friend who takes care of you as if they were your own mother? For Emma, that friend is Ryan. He's the boy next door with a super secret -- he's actually a werewolf with a supernatural family. Will he be able to keep up the act hiding his true identity from his long-time friend?"
Super String: Marco Polo’s Travel to the Multiverse,fantasy,"Boichi, Inwan Youn",1093672.0,108737,89323,8.5,,Friday,"As the eldest son of the Polo family, Marco is striving to provide for his younger siblings. After a strange and unfortunate shipwreck, Marco finds himself in Asia, a place he was warned never to visit. Soon he realizes he is at the cusp of an unexpected journey where he will have to choose between protecting his family or saving the world."
Supersonic Girl,superhero,Sandra Diaz,13092587.0,698939,223018,9.1,2016.0,Tuesday,"Sonia Rockwell is a teenager from Radio City, who will have to face her high school daily life while she fights against the supervillains who attack the city. Join the adventures of this supersonic girl!"
Superstar Associate Manager,drama,"Do8, Lee Jae Guk, kyungwon Park",2346125.0,293757,69891,9.67,,Wednesday,"Hoyeon Cheon is an associate manager at Korea Capital, a finance company where his career is stagnating. One night, stuck with the cleanup after a long evening of karaoke with colleagues, he decides to sing one more song. Little does he know that the ghost of the wild-child rock star Jihyeok Han has been waiting, hoping to find the perfect vessel for his superstar aura…"
Supervillainy,comedy,Razz G.,748466.0,108400,41919,9.19,,Tuesday,"A kindhearted super human has always dreamt of becoming a superhero, but when her family becomes desperate for money, she takes a high paying job as a henchman for a notorious supervillain."
Supremely Talented Player,fantasy,"Chena, Horakan, S-Nanyc",3914378.0,274139,126301,7.68,,Sunday,"Six years ago, humanity was almost brought to an end when mysterious towers filled the skies across the globe, unleashing deadly monsters. Fortunately, the people known as “players” emerged, blessed with supernatural powers that they harnessed to save mankind. Among them is Yuseong Kang, a phenomenal player who has saved the world time after time. Once again, he has successfully averted global catastrophe… and in an internationally broadcasted interview praising his heroic endeavors, he says, “I’m just in it for the money.”"
Surprise You're Gay!,comedy,laundromat&lawnmower,1847652.0,290570,96015,9.17,,Sunday,"Some are born gay, some achieve gayness, and some have gayness thrust upon them.

Sebastian has failed his Intro to Computer Science class two times already and now only has one more chance to pass. What can he do but ask Bianca, a local college scammer, to take his place for the entire semester? Will she be able to fool a professor who has met Sebastian before? Not to mention, what will happen when a girl named Chandler starts to develop a crush on ‘Sebastian’ A.K.A. Bianca? Bianca’s life is soon to be filled with drama, but she has no time for that. No, Bianca only has one goal—Don’t get caught. (A retelling of Shakespeare’s classic play, Twelfth Night.)  "
Survival Diary,thriller,SSurplus man,4115583.0,517742,125076,9.77,,Saturday,"Ghastly, red-eyed Lynn is a zombie… but unlike the others she still has the capacity to think and feel. Lynn is living alone among her fellow zombies when she meets Rawon, a man in search of his family. The two band together to set out on what may be the most treacherous adventure of their lives."
Survival Log,action,e_no,2442887.0,294143,58736,8.99,,Friday,"Ssamsson, a streamer with 3 million subscribers, starts live streaming in a deserted island with five other streamers. To find catchier material, the group explores the island deeper and deeper and faces an old bunker. With curiosity and fear filling the air, the ATTACK has begun!"
Survive to Revive,thriller,"MiTi, Toljen",1306083.0,129654,48767,9.22,,Wednesday,"If you thought life on earth was hard, then try purgatory. What lengths would you go to fight for a life of guaranteed riches and success? These souls might have once forsaken their lives, but now, they’ll fight tooth and nail to return to life. Who will win the survival competition to gain the prize of being revived?"
Surviving Romance,horror,"Lee Yeon, Lee Yone",43489412.0,5699668,729585,9.81,2021.0,Thursday,"When Chaerin Eun becomes the protagonist of the romance novel she is reading, she expects a fairytale ending with the novel's love interest, Jeha. But when a bizarre twist makes her realize the story is not playing out as it does in the book, she'll need the help of an unlikely character from her class to defy the new storyline and find her happy ending -- if only she can figure out who this â€˜Unknown Extra' is first!"
Surviving a Fantasy Adventure Comic,fantasy,"Jinoh, Marucomics",2982183.0,335844,65471,9.23,,Monday,"When the author of Hero Lee’s favorite comic, Adventure King, starts killing off major characters and wraps it up with a huge letdown of an ending, he sells every book in disappointment. Right then, Hero receives a strange text from the author himself that all characters must endeavor to survive, and those who don't do not deserve a place in the story. After being asked if he would like to try it for himself, Hero wakes up inside the comic as Background Villain #3. Will he be able to survive the story and see it to the end?"
Surviving a Harem,fantasy,Jeonboon,3004283.0,398052,113820,9.47,,Monday,"Jun Yu, a WBA lightweight champion, gets dumped by his girlfriend, then gets hit by a car… and wakes up in a dating simulation game as Yujun Russell, the adopted DAUGHTER of a noble family! The game tells Jun that he can be reincarnated, but only after playing to win over the love of his target characters. Determined to see his ex-girlfriend again, he eagerly accepts the challenge. Will Jun be successful in winning the hearts of his suitors, and manage to return to the world he came from?"
Surviving as a Fish,fantasy,DONG9,6337890.0,748057,164797,9.48,,Tuesday,"Could you survive as a fish?
Yushin, the president of Saseong Group, is betrayed by his boss and thrown into a lake, left for dead. But a mysterious voice calls out to Yushin underwater. “Would you like to start a new life?”
He wakes up to find himself as a slimy, scaly largemouth bass tasked with a plethora of quests to fulfill that ultimately promises him one wish.
Will Yushin be able to navigate the waters and find a way to become human again?
"
Surviving as the Crown Prince's Childhood Friend,romance,"BICHEL, HANBIN, LICO",1047201.0,81383,98666,8.51,,Tuesday,"When Ella finds a sickly young boy suffering from a mysterious illness in a cave, she brings him home, only for her to discover a special healing power that helps him recover. Six years later, Carl has grown into a striking young man, but to Ella, he remains like a brother… or so she thinks. Though childhood friends, what Ella doesn’t know, is that Carl is the lost crown prince of the Easton Empire, believed to have perished in a fire… and is only biding his time to make things right again. But Carl has another secret–his feelings for Ella go far beyond family…
"
Surviving the Apocalypse,thriller,SONG,2820753.0,240782,120623,9.6,,Wednesday,"“When the apocalypse comes, the world will be ridden with bloodshed and screams of anguish. In the end, none but ashes will remain.” He has been locked up in an underground prison his whole life. He does not know his name. He does not know when the world will end, nor if the world really even will end. The only thing he knows is that he has been imprisoned... by his own father.				"
Surviving the Game as a Barbarian,fantasy,"Jung Yoon-kang, MIDNIGHT STUDIO, Team the JICK",25361505.0,2220967,402464,9.77,,Saturday,"After spending nine years on Dungeon and Stone, the role-playing game that no player has ever beaten, Hansu Lee finally reaches the dungeon of the final boss. As soon as he opens the gate, however, he suddenly sees a message that says his tutorial has been completed and finds himself in the body of Bjorn Yandel, a real barbarian within the game. An exciting adventure awaits him as he endeavors to abide by the laws of the fictional world!"
Sweet Home,thriller,"Carnby Kim, Youngchan Hwang",269093451.0,19291297,3454632,9.85,2018.0,Monday,"After an unexpected family tragedy, a reclusive high school student is forced to leave his home -- only to face something much scarier: a reality where monsters are trying to wipe out humanity. Now he must fight alongside a handful of reluctant heroes to try and save the world before it's too late. Now a Netflix Original Series."
Sweetheart,romance,Buttercup,5177987.0,519488,129472,9.56,,Wednesday,"Good-looking loner, Scott Hart is an autistic model who accidentally discovers the secret of the most feared girl at his school, Penelope Suit. And oddly enough, they get intertwined in an atypical friendship. But is friendship all there really is to it?"
Swimming Lessons for a Mermaid,romance,YONGCHAN,59647621.0,6929863,803268,9.74,2020.0,Wednesday,"Choa is a mermaid who can't swim! Discouraged, she trades the ocean for a pair of human legs. But when the star of the high school swim team finds out her secret, he offers her the chance to prove her family wrong: free swimming lessons for a mermaid!"
Swolemates,comedy,LummyPix,41144905.0,5158360,571030,9.75,,Saturday,"When the cocky, social-media star Braydin, and the nerdy, gamer Alex first meet at the gym, their relationship starts off on the wrong foot. But, as they're forced to work together they find out they might have more in common than they initially thought. Also they get buff AF."
Sword Interval,supernatural,Benjamin Fleuter,24650851.0,1692204,147380,9.63,2015.0,Wednesday,"The Sword Interval is about a world on the verge of a supernatural apocalypse. Most of humanity goes about their daily lives trying to ignore the constant threat of magic and monsters, but a few face these dangers head-on. 
 Fall is one such person. She has left behind the sheltered safety of the paranormal witness protection program in order to hunt down the monster that killed her family."
Swordid,fantasy,Momojiji,2570810.0,405356,63367,9.56,,"Tuesday, Friday","Reincarnating into the wrong body never stopped a revenge quest! Now a gutsy peasant instead of a wizard, Cato’s still got to settle the score with the great demon Baal. Luckily, their sassy talking greatsword has a plan. If only Cato would follow directions. "
TACIT,action,KimDazzi,8301671.0,1146131,285433,9.68,2021.0,Friday,"In the near future, the world is a desolate place occupied by the undead. Strange crystals emit a deadly zombie virus as the last remnants of humanity struggle to avoid infection and survive. Despite all this, life is relatively peaceful for young Ruby, who lives in the Amina Safe Zone with her father and a small band of other survivors. All of this changes when Ruby encounters Arvan, a white-haired young man with pale skin and no heartbeat. This meeting sets off a series of events that force Ruby and her father to embark on a journey to discover the truth."
THE GIRL FROM CLASS,drama,"PARK SUBONG, Subong Park",7351946.0,412410,129774,9.46,2014.0,Thursday,"Sometimes love can blossom from a single glance. This is the bittersweet, sometimes embarrassing, but always beautiful story of a classroom crush."
THE STAR SEEKERS,fantasy,HYBE,9027065.0,1122774,815220,9.81,2022.0,Monday,"It’s the age of magic; a world where magic idols prevail. In these extraordinary times, an ordinary idol group called Star One is suddenly gifted with magical powers. And with these magical powers, a mysterious enemy appears. The once unpopular idol group finds themselves tasked with saving the world. Will they be able to take on this enormous responsibility to restore peace?"
Taejin: Legend of the Yang Metal,action,"Austin Johnson, Camila Marques, Jinglan, Kevin Kreider, Nina Gee, Pinga, Razz, Renato Ramos",626052.0,68412,39323,9.11,,Friday,"Rebellious teenager Taejin Choi pawns a mysterious family heirloom talisman, setting off a chain of events that awaken latent Yang Metal powers and lead him to fulfill his cosmic destiny, to work with a group of Bazi users and use their powers to protect Philadelphia from evil."
Taekwondo Kid,sports,"JUN, John Amor, Justin Jordan",4176682.0,2400000,89516,9.47,2021.0,Tuesday,"Ihn Kim is an explosive Taekwondo fighter who can throw brutal kicks, but his opponents don't take him seriously because he's held back by all the sparring rules. However, changes are coming in the Taekwondo world that just might give Ihn a fighting chance. Can Ihn beat the people who once mocked him and show everyone that his style of Taekwondo is no joke?"
"Take Me, I'm Yours",drama,"One Punch Rabbit, RoseBean",14385276.0,1273356,322451,9.5,2021.0,Thursday,"Have you ever had a ghost as a roommate? That's the situation that confronts Chanyang Jeong when a haunting turns into a homestay. The ""ghost"" in question is actually Jian Nam, heir to the Baekgyeong Group, who's currently in a coma after a suspicious accident. Jian needs to remain near Chanyang for three months to find out if he can wake up from the coma, so the two are forced to cohabitate. Can Chanyang uncover the truth behind Jian's accident, and endure living with her unexpected guest for three months?"
Take My Money,romance,AlohaDRY,3125548.0,329499,84681,8.59,,Thursday,"Prepare for some chaos as Miss Mina, a campus celebrity, stumbles upon her first love -- none other than the aloof senior who's as cold as an iceberg! She launches an extravagant mission, armed with both her heart and a bottomless wallet. Will her efforts and creative tactics crack his icy exterior?
"
Tales of Greed,thriller,"Juin Kim, PTJ COMICS, Soonkki",7574971.0,851580,246291,9.4,2021.0,Saturday,"Every person has something they desire, whether it's beauty, wealth, or power. Depending on what you're willing to risk, you could have anything your heart desires. You could be beautiful with the swipe of an app or become anyone with the press of a button -- but it all comes with a price. How far would you be willing to go to get what you wish for?"
Tales of Sarimin the Jinn,action,"NAGATERBANG, Titasupp",1655310.0,244675,85000,9.55,2021.0,Sunday,"Sarimin is a jinn (spirit) who specializes in helping people get what they want at the price of their soul. In recent times, he's been down on his luck, with fewer and fewer people seeming to believe in the power of spirits. With the help of his trusted monkey, Tuyul (a money-obsessed baby spirit), and Wasa, a human soul doomed to be a servant for eternity, Sarimin attempts to get back on his feet and adapt to the modern world. In Sarimin, we follow the titular character as he attempts to tempt a new generation of humans."
Tales of the Unusual,horror,"Seongdae Oh, Sungdae Oh",163367100.0,10309087,875248,9.65,2014.0,Sunday,"In dangerous urban legends and dark ancient myths, human instincts and urges take form in unusual ways. Discover strange and thrilling depths in Tales of the Unusual. Often the thing that we should be most afraid of... is ourselves."
Tales of the Unusual 2,horror,Seongdae Oh,1066004.0,135580,42396,9.8,,Thursday,"From twisted games of evil demons and the roaming of the undead to strange technology that makes the impossible happen, dive into Tales of the Unusual 2, another thrilling collection of supernatural horror stories that will have you scrolling for hours. With just the right balance of dark humor and the unexpected, each short story pulls you into a new immersive world and unravels plot twists you never would've imagined. Just remember, there's nothing to be afraid of... If you have nothing to hide."
Taming the Corrupted,romance,"LICO, Purple village",8311858.0,775585,243753,8.39,,Sunday,"Arlenne Serkia is granted the chance to go back in time and devises a plan to ruin the man who stabbed her heart. The key to her scheme is the Kasadin, renowned for his unmatched swordsmanship and stunning beauty. As the only child, Arlene realizes her family and position is at a disadvantage and she convinces her father to take Kasadin in to act as her sword and shield. But Kasadin has a past much deeper and more dangerous than she realizes... and this drives his own motives for staying close to her, both personal and political. If Arlenne isn’t careful, the user might end up being used!"
Taming the Marquess,romance,"Ire, KRFFR, gol_G",16233695.0,1683726,415372,9.11,,Friday,"Laranora Ador gets more than she bargained for when she rescues a young boy from being sold off in an infamous auction house. The boy is actually Eskal Van Dyck, the ""Crazy Marquess,"" in disguise! Unaware of his violent and heartless true nature, Laranora takes Eskal under her wing. Determined to raise him with utmost care and respect, Laranora grows deeply attached to Eskal… and in return, the true Eskal begins to fall in love with her. Unfortunately, Eskal is often targeted for his powerful magic and ruthless ways, which leads to a tragic event that separates the two. But Eskal is determined to find her again as his true self. Will Laranora be able to accept who he really is? And more importantly, what will happen when something fishy brewing in the Imperial Palace may involve them both?"
Taste of Illness,drama,Ilkwon Ha,3673400.0,604084,173671,9.83,2021.0,Sunday,"Not having any friends is bad enough, but being swallowed by mysterious black sludge in the middle of class? The worst. Yijun is no stranger to solitude, until a school project plants the seed for a delicate bond with another loner, Suni. But friendship is a frustrating puzzle for those who are used to being alone, especially when one of them claims to control a black goo that only turns hostile when the host is gripped by anxiety. Will Yijun and Suni be able to open up and make something of their budding friendship?"
Tata the Cat,heartwarming,"Subin Kim, Suwan Kim",1849444.0,284979,147791,9.73,,Monday,"It’s summer vacation and all middle school student Suyeon wants to do is to go down to Gorong Village to spend time with her granny. But the moment she gets there, she is greeted by wondrous sight - a special cat named Tata, who blooms from a gigantic flower bud! Now, Suyeon is up for an unforgettable and magical adventure with her new companion, Tata - who might help her uncover the secrets that bind Tata, Gorong Village, and herself together."
Teach Me How to Desire,fantasy,"NALPACA, danryhan, rotcar",2894249.0,217215,170507,8.73,,Wednesday,"In a war against demons for the fate of the world, even three chances at life may not suffice. Such is the fate of Lady Sacred Beryl, a divine maiden tasked with rooting out demonic corruption, only to be murdered and travel back in time -- twice. Upon her third attempt, Beryl realizes the truth: Her only hope to purify the realm is to face the fearsome House Vine, a lair of demons in mortal guise. Can Beryl survive in the domain of Duke Beleth von Vine, or will she find nothing but death and damnation once more?"
Teenage Dragon,comedy,Peanut,4058152.0,643011,74351,9.67,,Tuesday,"“Hi! My name is Minji Kim. I used to be a teenage girl but after waking up from a nap one day, I turned into a fugly lizard! I want to go home! Somebody help! Wait… but, if I'm in this strange body, who’s in mine?!”

Minji is a high school girl living a normal life in an ordinary world. After waking up from her usual nap in class one day, she discovers that she has transformed into a powerful dragon who lives in an out-of-the-ordinary land. Minji forms a group of eccentric friends by using her wits, and together they embark on a journey to help Minji find her way back to her own world. Will Minji ever be able to return home?
"
Teenage Mercenary,action,"Rakyeon, YC",235023672.0,16894492,1915320,9.85,2021.0,Wednesday,"At the age of eight, Ijin Yu lost his parents in a plane crash and became stranded in a foreign land, forced to become a child mercenary in order to stay alive. He returns home ten years later to be reunited with his family in Korea, where food and shelter are plenty and everything seems peaceful. But Ijin will soon learn that life as a teenager is a whole other feat of survival. With only one year of high school left, Ijin must master new tactics to maneuver his way around the schoolhouse battleground. Can he survive a year of high school? Or rather, will the school be able to survive him?"
Ten Ways to Get Dumped by a Tyrant,fantasy,"Seo Gwijo, danmyeong, mapzzil",26995441.0,2360617,509226,9.01,,Monday,"Scarlett Arman is no ordinary lady, not just because she’s engaged to the emperor. Newly reincarnated as a character in a fantasy novel, Scarlett knows she is supposed to die a horrible death at the hands of her fiancé, Charleon Kalior. Determined to escape her fate, Scarlett decides to make Charleon break off the engagement... But why does he keep wanting to spend time with her?!"
Tenants from Another World,fantasy,"E-um, Katie Cook, kiki",3995163.0,2800000,221923,9.03,2021.0,Thursday,"Haeseo Han is an ordinary, hard-working office worker whose main concerns revolve around being overlooked for promotions, smug colleagues, and workplace stress. That is, until she finds herself intertwined in a prophecy that will determine the fate of a fantasy world! In the realm of the Beiston Empire, Haeseo is seen as the oracle who will determine the next successor to the throne and bring peace to the country. Hoping to win Haeseo's favor and become the next emperor, the three charming yet eccentric princes of Beiston cross over into Haeseo's world to begin their lives together as housemates!"
That Which Flows By,historical,"Eunbi Lee, softcorn",11170641.0,1050323,246704,9.73,,Friday,"Dani, a Jurchen girl who was saved by General Gyeol Seo during a bandit attack, has to serve tea for him in his house in Hanyang. However, she has to hide her true identity and pretend to be from Joseon, due to the rumors that the general slaughters Jurchen people, regardless of gender or age. Gyeol on the other hand, cannot drink clear water because of a tragic incident that happened when he was young, and has a lot of enemies who want to kill him. Can Dani and Gyeol Seo survive against all odds?"
The Academy is Doomed,fantasy,"BIN, GG, ROHRAN",669776.0,71061,66815,9.26,,Saturday,"The academy where Amon was assigned as a new teacher has gone bankrupt! The principal is addicted to gambling, the teachers are no-goods, and the students are lethargic! How will Amon tread forth as he stands at the crossroads of escape and success? A comedic fantasy series that will make your sides hurt from laughing!"
The Academy's Genius Swordsman,fantasy,"C.H, SeoGwando",40657561.0,2502628,743104,9.54,,Saturday,"Following a momentous battle against giants for the fate of the world, Ronan emerges victorious as the last man standing of the imperial army. As he laments this hollow victory with his dying commander, Grand Marshal Adeshan, they quickly learn that the war is far from over and an overwhelming force of giants descends from the heavens. Fearing the worst, yet seeing hope in the courageous Ronan, Adeshan uses her last time slip to send him back to the past, so that he can enroll in the prestigious Phileon Academy and become the strongest swordsman the empire has ever seen!"
The Academy's Undercover Professor,fantasy,"Tana, WAG, sayren",31114768.0,2781957,556217,9.82,,Saturday,"Machiavelli and Gerrard are just one of the many names the new professor of Ceoren Academy uses to disguise his identity, and now he can add one more to his list, Professor Ludger Cherish. The real Ludger Cherish dies on board a train during a terrorist attack, making him the perfect target for a new identity. Little does the new professor know, Ludger Cherish was involved in something deep and secret. The new Professor Ludger has to be careful to not get caught by the school and the dangerous secret society."
The Academy’s Sashimi Sword Master,fantasy,"GMAN, tangahuru",2796427.0,227098,121515,9.27,,Friday,"Chef Kim, Korea's legendary sashimi master, is transported into the world of Blessing M, a mobile game he once played. But instead of being a hero, he finds himself as Geomma Kang, a mere background extra. Forced into a new life, Geomma discovers a new power: the Blessing of the Blade God. Now, to survive in this game-like world, he must slice through challenges and enemies alike. Will his unmatched skills in the kitchen be enough to carve out a new destiny?"
The Acting Empress Still Spends the First Night,romance,"Aira, cleobbakdora, salgujelly",5420619.0,389765,222806,8.47,,Tuesday,"Zelda von Trova never wanted the title of Acting Empress, but when she's forced to wed the Emperor of the Raphion Empire in place of the runaway princess, she has no choice. Yet after sharing the first night with him, her divorce plans begin to waver. As their attraction grows, Zelda’s heart is torn-- will she be able to walk away when the time comes, or will love unravel all her plans?"
The Advanced Player of the Tutorial Tower,action,"Bangguseok Gimssi, Juyeong Hwang, Topp",153321743.0,12035944,1586832,9.3,,Tuesday,"After being trapped for 12 years in a tower full of regenerating monsters, Hyeonu Kim is more powerful than just about any human or monster on Earth. Now that he’s free, he’s determined to find out who was behind his imprisonment, even if that means he has to kill hordes of monsters -- and inadvertently save the world -- along the way."
The Advanced Player ofthe Tutorial Tower,action,"Bangguseok Gimssi, Omagam",64000000.0,5500000,1200000,9.53,2021.0,Tuesday,"After being trapped for 12 years in a tower full of regenerating monsters, Hyeonu Kim is more powerful than just about any human or monster on Earth. Now that he's free, he's determined to find out who was behind his imprisonment, even if that means he has to kill hordes of monsters -- and inadvertently save the world -- along the way."
The Aftermath,drama,Bongsoo,1417249.0,208216,74096,9.46,2021.0,Sunday,"Things are finally looking up for aspiring actress Bobae Lee, after her appearance on the hit matchmaking Reality TV show, “The Aftermath”. But when her co-star suddenly commits suicide, everything slowly begins to crumble as Bobae soon finds herself the new target of public hate. As she works to rebuild her career from the ground up, she quickly learns that fame can be a double-edged sword and that sometimes, the people closest to you can end up hurting you the most."
The Age of Arrogance,fantasy,"Hansol, Lemon Frog, SOY MEDIA",51247928.0,4247910,1007338,9.61,,Friday,"After winning a long war, Asha Pervaz is expecting the emperor to compensate her with money. Unlike her expectations though, the emperor asks Asha to choose her own husband from a list of nobles. Asha chooses Duke Carlisle Haven, the emperor’s eldest son and former crown prince. Asha expects him to object and pay an alimony instead, but the duke actually agrees to marry her! He even promises to help Asha rebuild Pervaz. What does the duke really want? And will Asha get what she wants without getting embroiled in the growing royal conspiracy?

"
The Apothecary Prince,fantasy,"BK_Moon, Dadang, kangho HA",9671127.0,1101112,322898,9.21,,Friday,"In a twist of fate, the life of a doctor of Korean medicine flips upside down in a single night. 
Doctor Han Lee is reborn as Lachiel, the sickly Crown Prince of the Empire of Magentano. 
Han is now armed with medical knowledge and skills found nowhere else in this new world -- but can he heal an empire and mend his own body at the same time? 
Witness his journey of self-exploration and resilience as he maps destiny's meridian, in pursuit of the acupoint that can reverse his fate."
The Archmage’s Restaurant,fantasy,"Bad boys, INUS, Mr.Cha",963437.0,97725,109898,9.34,,Saturday,"A young aspiring chef suddenly finds himself in a world of war, dragons, and magic. These two worlds couldn’t be further apart... or could they? 
Who says you can’t open a restaurant in a fantasy realm? I mean, what could possibly go wrong?
A perfect series for fantasy, magic, and food lovers.
"
The Artist Salieri,drama,Baekwondal,522742.0,66738,20900,9.41,,Thursday,"Life is so unpredictable. Myeong-hwa had everything: the pretty face, the artistic talent, and even a wonderful boyfriend, while Sun-hee had nothing. Ten years later, the roles have reversed and Myeong-hwa is still a poor and unknown artist while Sun-hee is a major figure in the art world. What Myeong-hwa doesn’t know is that Sun-hee has secretly been pulling strings to make sure she fails…"
The Bad Son,action,Jeong Chan,1352461.0,99015,73549,9.55,,Wednesday,"Blood ties bind, but vengeance severs, and in the heart of a heartless man, a fire ignites.
Pildu Kang, a prosecutor born into a legacy of corruption, uncovers his family's harrowing involvement in his mother’s murder. Now, a chilling vendetta awakens the monster within, drawing out the primordial urge he has long sought to contain.
Will he rely on the law to be his ally on this treacherous path, or will he become the judge, jury, and executioner?"
The Badguys,superhero,"Luke Lancaster, Orlando Caicedo",6090782.0,361163,110818,9.42,2016.0,Tuesday,"THE BADGUYS is a superhero comedy heist comic with a cast of characters supremely out of their depth. Dealing with daddy issues, bad breakups, decades-old grudges and profound professional inadequacies, the whole endeavour is pretty much a foregone conclusion. Badguys never win: There are rules, after all."
The Barbarian of Seoul Station,action,"Jin Seol woo, LICO",1580381.0,147415,74985,8.74,,Monday,"Cheoldu, a barbarian raised on Earth, lives a mundane life with his best friend Jintae. But when he sees an alien creature from his planet on the news, everything changes. Thrown into an apocalyptic challenge, Cheoldu and Jintae must adjust their lives in Nova, a savage world filled with goblins and ogres. Will the two conquer Nova’s perils and uncover the secrets that could change Earth’s fate? An epic tale of friendship, survival, and untamed adventure awaits."
The Beloved Incompetent Stepmom,romance,"KII AOFUJI, Tsuruko Maruko, irukura",3650834.0,281701,304924,9.47,,Monday,"Dismissed as incompetent and neglected by her family, the Duke’s daughter, Elsha, is suddenly ordered to marry the infamous Archduke Iceberg—a war hero feared for his ruthless reputation. Rather than despair, she seizes this chance for a fresh start. But upon arriving at his manor, she finds the Archduke missing and is instead met by his wary adopted sons, Wilbert and Hugh—who had no idea their father was remarrying. With an absent husband, distrustful stepchildren, and a manor full of secrets, can Elsha carve out a place for herself and find happiness at last?"
The Black Serpent,action,angyungal,399889.0,55292,34930,9.9,,Saturday,"“I shall destroy the factions of justice and avenge the deaths of my comrades!” Jeonghwa, the captain of the Black Serpent Squad, loses everyone she grew up with when the lawful factions betray them after the battle against the chaotic factions. On the verge of death herself, she must now claw her way up to deliver true justice to the so-called justice factions.
"
The Blind Prince,romance,cozycroww,23051879.0,2986119,482080,9.75,,Wednesday,"Elaine desperately tries to hide the unearthly feathers that riddle her skin, all for the sake of love. But her curse leaves her rejected and trapped behind a wall deep within the forbidden forest. With no way home, her only option is to rely on a Prince determined to reclaim his throne, and his missing eyes."
The Blood of the Butterfly,fantasy,"Remin, SAM",18823464.0,8300000,494303,9.73,2021.0,Saturday,"When a swarm of giant bugs threatens to wipe out humanity, the world's only defense is a group of humans with special abilities called Butterflies. For Maehwa Baek, Butterflies are just heroic people he sees on TV until a tragic event brings him to the scientists that created them. Soon, Maehwa must confront questions about himself that he has long avoided: why does he lose control at the sight of his own blood? And what happened during the 13 years of his life that he can't remember?"
The Boxer,sports,JH,176045629.0,11727225,1654966,9.86,2020.0,Thursday,You've got the raw talent. Or you're the underdog. But do you have the heart? Do you have what it takes? Let's see what you're made of. The real fight starts now!
