title_id,Title,Genre,Creators,Schedule,Subscribers,Rating,Views,Likes,Status,daily_pass,Synopsis
5840,Letters on the Wall,ROMANCE,"Jaelyngs,MissBlackClover",SATURDAY,91223,9.21,3937910,556393,ONGOING,FALSE,"After living 5 years in Spain, Tara returns to the hometown to obtain her bachelor's degree in the arts. Upon reuniting with her old friends and Emma, ​​her best friend when they were kids, she will discover that everyone has moved on with their lives and that she seems to have been left behind. With a new romance hidden in the past between Emma and Tara, she will have to discover the real reason she returned to Manchester."
5839,The Age of Arrogance,FANTASY,"SOY MEDIA,Hansol,Lemon Frog",FRIDAY,1007338,9.61,51247928,4247910,ONGOING,FALSE,"After winning a long war, Asha Pervaz is expecting the emperor to compensate her with money. Unlike her expectations though, the emperor asks Asha to choose her own husband from a list of nobles. Asha chooses Duke Carlisle Haven, the emperor’s eldest son and former crown prince. Asha expects him to object and pay an alimony instead, but the duke actually agrees to marry her! He even promises to help Asha rebuild Pervaz. What does the duke really want? And will Asha get what she wants without getting embroiled in the growing royal conspiracy?

"
5836,Elegant Desire,DRAMA,Kim Jong Geon,MONDAY,183659,6.77,9457630,410320,ONGOING,FALSE,What’s the chance of running into your first love again after twelve years? This is exactly what happens to Solhui after attending her frenemy’s bridal shower. What’s more? Her first love is having an affair with a married woman. But that’s not all. She meets him and the woman again when she starts a viola lesson with a new student. 
5835,Cross My Heart and Hope to Die,FANTASY,"Baekhana,Yungeum,Yoo Yerang",SATURDAY,260560,9.03,9765099,875835,ONGOING,FALSE,"This series contains themes regarding suicide and mental health that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/). Silvia Florette wants nothing more than to die. In fact, most days, she can’t even be bothered to get out of bed. Sentenced to repeat life 99 times, she agrees to marry Duke Randall in an attempt to appease God and die at the earliest convenience.  However, while Silvia is eager to consummate the marriage, her husband insists they must first fall in love before they can finally sleep together."
5834,Here U Are,ROMANCE,D JUN,THURSDAY,262575,9.58,12869080,1122961,ONGOING,FALSE,"They say opposites attract, and that couldn’t be more true for Hyeonu and Jaehwan. Hyeonu is chatty and outgoing, while Jaehwan speaks in monosyllables and walks around with a perpetual scowl on his face. Although they get off to a rocky start, Hyeonu eventually learns that beneath Jaehwan’s reserved exterior lies a soft heart. Over time, the two slowly begin falling for each other… but will their budding romance be strong enough to withstand all the obstacles thrown their way?"
5833,My Little Sister is the Demon Lord!,COMEDY,moodio,SUNDAY,172029,9.43,6076408,632857,ONGOING,FALSE,"After their parents' sudden passing, Gyeonwoo finds himself in the role of caregiver to his younger sister, who harbors a startling secret—she's the Demon Lord with plans for world domination! Undeterred, Gyeonwoo is committed to nurturing his sister with love and guidance. Join them in this unique tale as they navigate everyday life amid their extraordinary circumstances."
5832,Chronicles of the Demon Faction,ACTION,"FORCE STUDIO,codezero",FRIDAY,180012,9.41,8493611,665161,ONGOING,FALSE,"Tired of the yoke of the Divine Justice Alliance, master assassin Hajin Cheon attempts to flee, only to be confronted by martial artists of all allegiances, both orthodox and deviant. Succumbing to the wounds of his ferocious struggle for freedom, he awakens in the body of Ryang Seo, a prince of the notorious Heavenly Demon Cult who suffers from a disorder that prohibits him from the use of qi. In order to survive in his new life, Hajin must contend with the many dangers and enemies that lurk within the cult.
"
5831,Hero the Maximum,SUPER_HERO,JAEYI PARK,THURSDAY,75959,8.57,2301687,187609,COMPLETED,TRUE,"Gangchi Han is a failed student who couldn’t excel in any field. His GPA hits the bottom, ranking last among his classmates. His skills, whether it is soccer or computer games, are scorned by his peers. Whatever he does, he doesn’t seem to do well. But he lately comes to a realization that his punching power is out of this world. With a little help from his father, the Handsome Bum, he enters the First Branch of Heroes. Now, the villains must shiver under his might, but will they?"
5818,Take My Money,ROMANCE,AlohaDRY,THURSDAY,84681,8.59,3125548,329499,ONGOING,FALSE,"Prepare for some chaos as Miss Mina, a campus celebrity, stumbles upon her first love -- none other than the aloof senior who's as cold as an iceberg! She launches an extravagant mission, armed with both her heart and a bottomless wallet. Will her efforts and creative tactics crack his icy exterior?
"
5817,Garden of the Dead Flowers,THRILLER,"Sero,Corbenyx",WEDNESDAY,132209,9.39,3664607,313886,COMPLETED,TRUE,"When she wakes up, Mila immediately notices that she has been inexplicably transported to the year 1940, during the time when the Dutch Colony was reigning supreme in Batavia. Confronted with this perplexing predicament, Mila is compelled to find a way to return to her own time. Yet, her efforts take an ominous turn as she stumbles upon a shocking scene—a man, her very own grandfather, committing a heinous murder in his garden, where he proceeds to bury the unfortunate victim amongst his flowers."
5816,Killer Peter,ACTION,"Kim Junghyun,Lim Lina",THURSDAY,411250,9.75,20209663,1553125,ONGOING,FALSE,"After devoting his life to the crime organization, Glory Club, Peter retires his status as a legendary killer and spends his remaining days running a quiet used bookstore. But after being ambushed and nearly killed one day by the very organization he dedicated his life to, Peter finds his body magically reverted back to its teenage years. Now that Peter was back to his peak physique, he sets out to settle the score with Glory Club.
"
5815,"Cry, or Better Yet, Beg",DRAMA,"VAN.J,Solche",SUNDAY,620441,7.62,20076350,1373970,ONGOING,FALSE,"After losing her parents at the age of 12, Layla Llewellyn is passed from one uncaring relative to another until she’s sent away to another country altogether. Arriving in the Empire of Berg, she is placed in the care of Bill Remmer, a gruff distant relative who seems to care for little else other than his work as a groundskeeper for the renowned Herhardt family. After years of neglect, all Layla wants is a place to call home, but her encounters with the dashing Duke Matthias von Herhardt and the rest of high society pose trials and tribulations for the tender-hearted girl.

This series contains themes regarding child abuse that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
5814,Rental Hero,ACTION,"PORTO,KOBET",WEDNESDAY,113485,9.28,4072009,346481,HIATUS,FALSE,"Juwon Lee works as a doppelganger who poses as a hero’s alter-ego, and fills in for them in their social life while they perform their duties as heroes. One day, Justice, the strongest hero, approaches Juwon and requests his services with the promise of a hefty payment in return for his work. However, when Juwon arrives at their meeting spot, he is instead greeted by a completely unexpected sight..."
5813,Cleric of Decay,FANTASY,"bori,Senritz,YU,Sadadm",FRIDAY,285757,9.5,13548650,1263729,ONGOING,FALSE,"Not all job classes are created equal! Marnac was pulled into a game while trying to play as one of its worst job classes, cleric of decay. Now he’s the only cleric of the Order of Decay, serving a goddess who’s been reduced to an animated hand that repeats the word “MURDER!” Will the Order’s last cleric become powerful enough before the prophecy of “the end” comes true?"
5812,Random Target,ROMANCE,"INE,Yuhan",THURSDAY,183967,8.88,7482587,660603,ONGOING,FALSE,"After the failure of her first love, Serin easily and quickly falls in love with any good-looking guy. Two days before her birthday, she gets dumped by her hot boyfriend, and her search for a man like the legendary unicorn continues. Little did she know, she'd meet a real unicorn on the virtual reality blind dating app called Random Target. Is this app the golden ticket to finding her true love?"
5811,Ten Ways to Get Dumped by a Tyrant,FANTASY,"danmyeong,mapzzil,Seo Gwijo",MONDAY,509226,9.01,26995441,2360617,COMPLETED,TRUE,"Scarlett Arman is no ordinary lady, not just because she’s engaged to the emperor. Newly reincarnated as a character in a fantasy novel, Scarlett knows she is supposed to die a horrible death at the hands of her fiancé, Charleon Kalior. Determined to escape her fate, Scarlett decides to make Charleon break off the engagement... But why does he keep wanting to spend time with her?!"
5804,I Hate That I Love You,SLICE_OF_LIFE,Aericchi,MONDAY,58435,8.6,982641,77700,COMPLETED,TRUE,"If he's a former gang leader, and she just wants revenge, then why is he living with her? And where are all these doki doki moments coming from??"
5803,Seagull,DRAMA,Tsubo,TUESDAY,41797,9.01,445511,64566,COMPLETED,TRUE,"Burnt out writer Kyle Anderson moves back to his home town after the death of his mother, only to find that the self proclaimed witch Mischa has taken an interest in him. With his life spiraling and his path unclear, Mischa helps him realize there's magic in the most unexpected places..."
5802,The Devil’s Kiss,ROMANCE,"Kwak Dabin,Park Nahyeon,sparrowqueen",THURSDAY,110697,8.55,2820687,205860,COMPLETED,TRUE,"On the brink of death, Eunji is approached by a handsome devil named Joshua, who promises her a second shot at life with a kiss to seal the deal. When Eunji wakes up to her “second” life, nothing seems different until Dojin, the human manifestation of Joshua, shows up at her school and starts following her everywhere she goes, turning heads and causing drama. Their honeymoon period is cut short when yet another devil, Sora, comes to ruin their fun. Can Joshua save his first love from the forces of Earth and hell?"
5801,Our Voice,DRAMA,Abyssal Team,SUNDAY,96532,8.61,1170027,105770,COMPLETED,TRUE,"This series contains themes regarding anxiety, mental health and child abuse that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/).

Young Leopoldo Peralta was a child TV star who abruptly ended his career due to severe problems in his life. Leo lives with his friend Gaga, who supports and admires him. Despite his desire to live a life away from the cameras, both Leo’s parents and his friend will force him to continue his acting career, pushing him to confront prejudices, fears, and his traumatic past."
5798,#muted,ROMANCE,kandismon,SATURDAY,190216,9.12,4736547,515668,COMPLETED,TRUE,"Jasper's heart lights up when he meets Kai, a boy who doesn't speak, and life becomes a little less lonely for them both. But when old wounds threaten to reopen, their ever-growing connection is put to the test. Will the silence stand in the way of their love, or will they find a way to communicate the feelings they both have?

This series contains themes regarding mental health that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."
5776,Re:Trailer Trash,DRAMA,"FortySixtyFour,Yishan Li,Alyssa Villaire,ManHe Studio,WmW",WEDNESDAY,273384,9.36,16327626,2068656,ONGOING,FALSE,"Tabitha Moore has lived a miserable life of regret and being treated as ""Trailer Trash Tabitha"". But, after a mishap with an MRI, her mind is sent back to 1998 and into her 16 year old body. 
With her life now in front of her, maybe this is the chance to redo her life! But is it so easy to change what you already lived through?"
5775,Quantum Entanglement,ROMANCE,Arts Angel,TUESDAY,146677,5.95,3705892,452333,ONGOING,FALSE,An introverted physicist with anxiety and his extroverted friend end up with the ability to feel each other's emotions after a fourth-dimensional experiment gets a little too hands-on. Sharing feelings has never been so complicated!
5774,Cinder and Charm,ROMANCE,Bryan Golden,FRIDAY,29787,7.87,579245,68550,COMPLETED,TRUE,"When you wish upon a pop star… will dreams come true? 

19-year-old Cinder Glass dreams of a music career, but has had no luck in breaking out as a singer on social media, until one day his cover of pop sensation Charm's latest single goes viral. An opportunity arises, and Cinder's fairy tale ending might come true… but only if he and Charm can stomach each other!

Is his time up? Or are the idealistic Cinder and the jaded Charm actually a perfect fit?"
5773,WEBTOON at Midnight,HORROR,"WmW,RE ME,Kisai Entertainment,Arttricia00,Gabie Rivera,L.H.K Forney,Travis Brown",MONDAY,98355,8.24,2292872,208669,COMPLETED,FALSE,"A collection of original stories penned by r/NoSleep’s most twisted minds. Once you start, you may never sleep again. 


The series contains strong themes and graphic depictions of stalking, domestic abuse, and violence and may not be suitable for all readers. And if you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/ )."
5753,Iseop’s Romance,ROMANCE,"248,Anna Kim",SATURDAY,1065692,9.72,61049893,4129444,ONGOING,FALSE,"With her outstanding business acumen, Mingyeong Kang climbed the corporate ranks of TK Group, Korea’s top conglomerate, to become a senior manager in record time. But after 10 years at the company, she’s been assigned to be the secretary of Iseop Tae, the successor to TK Group. The two entered the company at the same time, but ever since he came second place to her at new employee training, Iseop’s never taken kindly to Mingyeong. She’s better than him in every way and trampled all over his ego… so why can’t he stop thinking about her?"
5752,The Academy's Genius Swordsman,FANTASY,"SeoGwando,C.H",SATURDAY,743104,9.54,40657561,2502628,ONGOING,FALSE,"Following a momentous battle against giants for the fate of the world, Ronan emerges victorious as the last man standing of the imperial army. As he laments this hollow victory with his dying commander, Grand Marshal Adeshan, they quickly learn that the war is far from over and an overwhelming force of giants descends from the heavens. Fearing the worst, yet seeing hope in the courageous Ronan, Adeshan uses her last time slip to send him back to the past, so that he can enroll in the prestigious Phileon Academy and become the strongest swordsman the empire has ever seen!"
5745,Real World Mobile,FANTASY,"KongE,Elko",WEDNESDAY,80083,7.39,3137758,299287,HIATUS,TRUE,"Gang-u Choi is an ordinary high school student who likes video games. One day, he hears that his favorite game store is going out of business. 
When he visits the shop one last time, the store owner hands him a QR code for a mobile game. Gang-u starts up the game out of curiosity, but something feels off…. His mission is to drink 3 glasses of water?! When he decides to ignore the mission, he suddenly receives a penalty in real life!
As the missions get more dangerous, will Gang-u be able to protect his reality?"
5740,A Killer Paradox,THRILLER,kkomabi,THURSDAY,29759,8.93,716690,93235,COMPLETED,TRUE,"A man wakes up, tied to a crucifix. He’s a district attorney, held prisoner by a serial killer named Tang Lee. Why is he there? And who is this twitchy man staring him down?
As the story unfolds, we follow Tang Lee’s descent from average nobody to murderer. The catch? All of his victims are revealed to be criminals, rapists, and killers who had escaped justice.
Is Tang an angel of retribution? Or is it all in his mind? At every turn, a new dark corner of society’s decay comes to light in this twisted thriller.
"
5739,Si Bel Homme List,ROMANCE,LICO,FRIDAY,91248,9.15,2855781,368769,COMPLETED,TRUE,"Ideum’s world turns upside down when her boyfriend of five years gets engaged to another woman, and even has the audacity to send her a wedding invitation! Shocked and humiliated, Ideum vows to get her revenge by showing up to the wedding with a hot new man on her arm. As a matchmaker at a marriage agency, she already knows many eligible bachelors, and can’t help but gush over her new client’s profile. Tall, handsome, and rich, Dr. Dohun Yang is just the man she’s looking for. But little does Ideum know that she’s in for a surprise… in more ways than one."
5738, This Wasn't My Plan,ROMANCE,"BOM SOHEE,SEI KIM",SUNDAY,126211,8.6,5139129,509745,ONGOING,FALSE,"In a twist of fate, Ro-a finds herself thrown back a decade in time. This isn't just a trip down memory lane. She's faced with a younger, naive Sihyeon, the future superstar who would brutally wrong her. Armed with knowledge of what's to come, Ro-a sees a golden opportunity: a chance to rewrite their history. Can she resist the allure of revenge and change Sihyeon's destiny before he becomes her nightmare?
"
5737,Diving Into Love,ROMANCE,ILGONG,SATURDAY,45738,8.3,868801,81353,COMPLETED,TRUE,"When her father tries to force her into financial independence and out of her bed, Taepyeong accidentally runs into a man who can… turn into a fish?! To make matters more complicated, a cunning hotel president plots to take away her seafood restaurant. Now, Taepyeong has to find a way to save her restaurant and her love life all at the same time!"
5736,Rose and Sunflower,ROMANCE,Paulina Márquez,MONDAY,31430,8.75,628977,121051,COMPLETED,TRUE,"All items keep memories…and Luisa has the power to relive those precious memories, just by touching them. When Jaz and Dalia become her new neighbors, Luisa will try everything she can to get her hands on the valuable memories contained within their items. However, Luisa will find out these siblings hide more than memories…
[This series contains themes regarding depression, mental health and potentially disturbing imagery related to trypophobia that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/]"
5734,"Like Mother, Like Daughter",DRAMA,YIDAHM,WEDNESDAY,209472,9.81,9411450,1041800,ONGOING,FALSE,"Beautiful and intelligent, Somyung Gil has tirelessly strived to fulfill her mother's vision of the perfect daughter. However, when her less-than-perfect younger brother is tragically found drowned in a river, doubts plague Somyung's heart. She begins to suspect that their mother might be responsible for the unspeakable act. From then on, her paramount goal becomes escaping her mother's grasp, while all her mother wants is for Somyung to experience the perfect life she herself was denied. Will Somyung ever truly find her freedom? 
[This series contains themes regarding depression and mental health that may not be suitable for all readers. Viewer discretion is advised. And if you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/]
"
5733,My Sister’s Private Life,MYSTERY,"Jojuhee,Nureom",FRIDAY,220597,9.17,6670931,664900,COMPLETED,TRUE,"A woman wakes up in a hospital with no memory of who she is. She doesn’t even recognize herself in the mirror. She hit her head while falling down the stairs and suffers from temporary amnesia. As she gets to know herself, she is disappointed to find out that her handsome husband doesn’t even want to touch her and her career as an influencer is falling apart because she is suspected of murder. But it turns out she is living the life of her twin, Haemi."
5732,A Martial Master Wakes Up as a Concubine,FANTASY,"LICO,koyanghee",TUESDAY,431761,9.68,20338595,2257439,ONGOING,FALSE,"Once a notorious master of the deviant sects, Nyeonbi Cheon pays a hefty price for her romance with a man of a virtuous sect, Won Gae of the True-spirited Sword. As her lover poisons her to death with a dragonsbane fruit, Nyeonbi perishes with more questions than answers. When she wakes up, however, she finds herself in a different sort of peril, as she reincarnates in the body of Noble Lady Soyeo Cheon, a concubine of the imperial palace. As Soyeo, Nyeonbi must rely on her knowledge from her past life to navigate both intrigue and romance in the palace!

"
5731,Trauma Center: Golden Hour (The Trauma Code),DRAMA,"Hansanleega,Hongbichira",SUNDAY,168883,9.74,6169061,571859,ONGOING,FALSE,There are patients who are dying when they can be treated. Not on his watch! Ganghyeok Baek has come to Hanguk University Hospital to put a stop to that. He’s such a weirdo but the vicious angel of the trauma center. His project to revive the trauma center has just begun.
5730,The Fateful Invitation,ROMANCE,"INhong,Haeong,RinA",SATURDAY,348175,8.63,14201252,1143726,HIATUS,FALSE,"After Hillaria sees a future where her beloved nation is burned down to ashes just because she refused the emperor’s proposal, she accepts an invitation to the imperial palace with a mission to change this grim future and prevent the fall of her home country.
How will the story unfold for Hillaria and her unique powers?
"
5727,Who Stole the Empress?,ROMANCE,"Lee jihye,Muhly,Pinku",FRIDAY,527227,5.31,24645963,1978414,ONGOING,FALSE,"As Empress, Roselyn was beloved by all… except her husband, who plots with his mistress to oust the beautiful and sagacious consort. Now she finds herself left to die alone in the icy mountains, with everyone she loves dead or imprisoned. Just as she is about to accept this tragic fate, an old adversary finds her and steals her away… What could this rugged, young general possibly have in store for the fallen Empress of Thanatos?
"
5725,There Are No Demons,THRILLER,Nemo Nullus,FRIDAY,155084,8.22,6614656,590790,ONGOING,FALSE,"A few stories about humans, the most frightening creatures of all.
"
5724,Warhaven: Vengeful,ACTION,"Sehoon Kim,Warhaven",MONDAY,31359,7.95,252799,20064,COMPLETED,FALSE,"On the Warhaven battlefield, salvation awaits those who dare to fight! When Gillum Lee is betrayed and left for dead, he wakes up in the world of Warhaven with new memories and a new body. Now, he must fight to get his revenge."
5721,Dead Queen,THRILLER,kim kyusam,MONDAY,32690,9.15,1837648,262279,COMPLETED,TRUE,"Gigantic wasps appear on school grounds and start devouring everyone. Hanhui, Jongbin, Juhyeon, Ayeong, and Minji, run for their lives and safely hide inside food storage. Outside, however, all others turn into hybrids, one by one.

Soon, a group of mysterious soldiers shows up and leaves them with syringes and weapons but no information. Now they realize that no help is coming and that there's something bigger behind this bug apocalypse.

Will Hanhui and her friends also turn into hybrids? Who are those soldiers? Against all odds, they must fight for their survival.
"
5720,The Return of Elena the Knight,ROMANCE,"Lee Harin,HaneulMireu",SATURDAY,230881,7.98,8871292,842358,COMPLETED,TRUE,"Elena Blaise grew up as a count’s daughter in a royalist household backing Crown Prince Carlisle. The prince’s sudden assassination makes way for the Anti-King Paveluc, who annihilates House Blaise overnight. As the sole survivor, Elena trains as a knight to avenge her family. When she finally faces off with Paveluc, a deadly blow not only knocks her unconscious but also catapults her into the past! Elena wakes up one year before the fall of House Blaise. Determined to protect her kin, she rushes to save Crown Prince Carlisle, asking for his hand in marriage and offering her services as his knight. Bewildered as he is, Carlisle takes the bait. The future now lies in the hands of his fiancée fighting on his behalf!"
5719,Love from Beyond,FANTASY,Studio XIII,SATURDAY,68544,8.64,1497821,187498,COMPLETED,TRUE,"The most powerful spell is kept in the ancient pages of a retail book. When Zazke bought it, he never thought that what seemed like a simple love spell would turn his life upside down. To make things worse, magic is never kind to those who don't take it seriously. And now Zazke’s fate is tied to a flirty and sentimental Roman ghost. But who knows, you can always fall in love as if by magic… right?
"
5718,The Tide,SF,Cho Seok,TUESDAY,18270,9.0,678537,108613,COMPLETED,TRUE,"Humanity is suffering from the worst drought in history, but it isn’t because there is no water. No, there is plenty of water. But we are no longer in charge. 
When the tide comes in, the fish come in. When the tide goes back out, the fish go back out, taking us with them inside. When our territory clashes with theirs, which species will prevail?"
5716,The End of a Relationship,THRILLER,Yong-Ki Kim,SUNDAY,33059,9.25,818962,100390,COMPLETED,TRUE,"Gyuheon goes on a vacation with his girlfriend, Da-eun, to a guest house hidden in the countryside. However, from the moment they encounter the owner of the guest house upon their arrival, everything starts to fall apart. As horrible events start to unfold along with dreadful encounters, they continue to fall deeper into the darkest pit of hell... It’s time to put an end to everything."
5715,The End is a Game to Me,ACTION,"HOOPA,Woo Jin Choi",SUNDAY,156065,9.59,5709529,555461,HIATUS,FALSE,"Cheonsu Go is a shut-in NEET whose day-to-day is playing games and streaming to his one viewer. One day, he finds himself thrown into the midst of a survival game as a player character. The only clear condition for the game is to survive. The camera is rolling, and the 24/7 broadcast of his fight for survival begins now!"
5656,The Top Dungeon Farmer,FANTASY,"Lim Hyeong,Lee Ha-kyung,sdcknight",THURSDAY,359766,9.82,22597244,2528438,ONGOING,FALSE,"Sejun, your average Seoul underdog, didn’t expect to grow tomatoes full-time when he stumbled into the mysterious dungeon full of monster quests and extravagant rewards. Yet, there he was, as a farmer growing and selling cash crops while clearing numerous quests that came his way. Will Sejun make it out of the dungeon with the plush rewards he hoped for? At least he has what it takes: optimism, resourcefulness, and a group of loyal furry friends.
"
5655,The Player Hides His Past,ACTION,"Gaechaban,Vinukki,Badass",THURSDAY,260113,9.61,6101483,679017,ONGOING,TRUE,"The real world is suddenly ambushed by rifts that threaten to spill out monsters from the VR game “Chronicles of Arcana.” These rifts can only be closed by “players,” people who have awakened as their in-game characters with all the same stats and skills. Unfortunately for protagonist Lee Hoyeol, his awakening is the opposite of cool as his avatar happens to be the one he made during the height of his awkward phase in middle school, giving him all the mannerisms and speech of an absolute cringelord. Just how will he go on to become the hero humanity needs most?"
5651,After School Recipe,ROMANCE,HYE RU,SUNDAY,58805,9.7,2084789,244689,COMPLETED,TRUE,"Friendly foodie Sogeum is excited to start a new chapter of her life at the famous Ruru Culinary High School. However, she unexpectedly reunites with her first love Eunjae, who broke her heart with hurtful words three years ago. Not only will they live under the same roof and attend the same school, but they will also be part of the same club. Sogeum will now have to battle against her rekindling feelings for Eunjae while dealing with a bumpy school life."
5640,Brave Citizen,ACTION,Kim Junghyun,MONDAY,38001,8.78,1087953,127941,COMPLETED,TRUE,"Simin So dominated the hapkido scene when she was a student. Seven years later, she comes back as a high school substitute teacher. She’s solely focused on becoming a full-time teacher when she crosses paths with Sugang Han, the school bully. Will Simin achieve her dream of snagging a full-time position despite Sugang’s efforts to bring her down?"
5639,Time-Limited Genius Dark Knight,FANTASY,"Jung seonyul,nagi",WEDNESDAY,346108,9.29,18241252,1428062,HIATUS,FALSE,"When there is no way out, the way is in.
Doomed to die next month, our terminally ill protagonist Chan is too frail and defeated to try anything at all. No wonder he chooses to plunge himself into an RPG world he is only too familiar with. Why should this run be any different? Well, other than the fact that he will wake up inside the game and get struck with an existential epiphany that will make him fight tooth and nail to give Nox, his equally ill-fated RPG persona, a better chance? 
Maybe, it’s not over until it’s over.
"
5638,The Constellations Are My Disciples,FANTASY,"Indoor Kim,INUS,Cha jiwoon",SUNDAY,406522,9.05,27729763,1822353,ONGOING,FALSE,"300 years ago, the invincible warrior Hyeon-oh Kim brought down the Tower of the End, preventing the world’s demise. Though he should have died the moment the Tower of the End collapsed, Hyeon-oh  is reborn 300 years later in the body of a 17-year-old boy named Juhyeok Kim. Meanwhile, he discovers the existence of the Constellations, who were once his disciples 300 years ago but were born during the time when he did not exist in this world. Will he be able to find them again and train them?"
5637,A Not So Fairy Tale,FANTASY,hyobin,TUESDAY,354090,8.99,8979823,749971,ONGOING,FALSE,"When a naïve woodcutter steals the robe of a fairy descended from heaven, he condemns her to centuries trapped in the human realm. In the present day, the fairy is known as Moran Cheon, a renowned actress who is unexpectedly accused of murder. Bitter and resentful from her exile, Moran sees her plot for vengeance take shape when she discovers that Jeha Sa, a police detective tasked with investigating the murder, is the reincarnated woodcutter of centuries past. "
5636,What Melvin Left Behind,ROMANCE,"Team Happy gery,SC13,Ryu Heon",TUESDAY,198187,8.88,7019624,654207,ONGOING,FALSE,"Cheryl is a well-to-do lady of Neus Castle and a beloved little sister to Melvin. But, the night before Melvin's coronation, in an evil scheme plotted by their power-hungry uncle, Cheryl and her brother's peaceful days at the castle come to an abrupt end. Just as she's about to face her doom, she is rescued by Felix, her brother's best friend and the lord of Blair Castle, under the pretense of marriage, as he declares war against anyone who attempts to murder his bride-to-be. Cheryl's married life with her brother's-friend-turned-husband begins with the news of this fake but life-saving matrimony.
"
5634,Guaba,DRAMA,Puik,SATURDAY,38596,9.54,1141658,182339,COMPLETED,TRUE,"Yoy's life has always been marked by a series of unfortunate events caused by bad luck, yet that hasn't stopped her from trying to succeed and be happy. However, everything is about to change when seeing an old friend brings up both painful memories and new feelings.
"
5594,Chasing Red,ROMANCE,"SilentMaru,Isabelle Ronin",TUESDAY,528580,8.46,23306489,1476812,COMPLETED,TRUE,"College heartthrob Caleb Lockhart is the last person a girl like Veronica Strafford should be involved with. Ambitious and fiercely independent, Veronica refuses to be the campus player's next conquest, even after a chance encounter sparks an undeniable attraction between them. But after she’s evicted with nowhere else to go, Veronica finds herself leaning on someone else for the first time. Caleb has never wanted someone like this before and he's determined to pursue her, even as the secrets of their pasts threaten to break them apart."
5560,I Abdicate My Title of Empress,FANTASY,"Kim hee sung,galbi,HANBOYEON",FRIDAY,480046,9.05,21677132,2738524,ONGOING,TRUE,"Once Crown Princess of the Empire of Kotrov, Adelheid is reduced to a political pawn by her own mother when she is married off to Emperor Karl Ulrich Echmont of the faraway Echmont Empire. Expecting little from her new life, the reality she faces is even bleaker; not only is her new husband distrustful of her, but Adelheid must also contend with the jealousy of his concubine Diane. Thus begins Adelheid’s journey to gain allies in court, while also using her hidden mage powers to combat a rising threat…"
5559,For the Third Time,ROMANCE,"Got W,NARA",FRIDAY,335448,9.25,8659906,944676,COMPLETED,TRUE,"Dohee is too busy girl-bossing her way up the corporate ladder to care about love. Her ability to randomly time loop makes her professionally successful but also renders all relationships meaningless. What's the point when she'll have to restart everything at some point? That all changes when Joonwon, her annoying new boss, reveals that he can time loop too. Though she cringes at the mere sight of him, he's also the only person who understands her. Will they learn how to find solace in each other, or will their professional friction mess up their one chance at love?"
5557,Life of a Quack Healer,FANTASY,"saesong-i,14hoek,Nayen",FRIDAY,320222,9.48,16542331,1679915,ONGOING,FALSE,"One day, Seunghyeon Kang woke up to find himself in an unfamiliar world, on the continent of Azeul. At that moment, a status window pops up: Your class is Healer? Wait, but he doesn’t have a single healing skill? He wonders how he is supposed to heal with no healing skills. And so begins the life of a quack Healer who can’t cast Heal as he struggles to find a way back to his home.

"
5556,Not Your Typical Reincarnation Story,ROMANCE,"Lemon Frog,A-jin,DOYOSAY",TUESDAY,1350628,9.69,97381290,7114181,ONGOING,FALSE,"Not all villains are evil. When Suna Choi reincarnates as Edith Rigelhof, the villain from her favorite novel, she is determined to change Edith’s life around and treats everyone with kindness. Although she marries the handsome Killian Rudwick, he is madly in love with the original protagonist of the book and mistrusts Edith because she is from a rival family. Will her marriage survive the whirlwind of family feuds, love triangles, and more? Will Edith find her happy ending?"
5555,Vigilante,ACTION,"kim kyusam,CRG",THURSDAY,54805,9.23,983466,103185,ONGOING,TRUE,"When Jiyong Kim was a boy, his mother was murdered. The assailant was tried in the court of law but served a mere three and a half years because he “deeply regrets his actions.” 17 years later, Jiyong is a college student, studying to become a police officer. But on the weekends, Jiyong hunts down ex-convicts released by a justice system that has failed to protect the victims, taking justice into his own hands to make up for its shortcomings."
5554,Mr. Magic Man,ROMANCE,"RD,Tyrs,Simon Youk",SUNDAY,141501,8.93,4022088,309477,ONGOING,FALSE,"Maseong is a celebrity magician with a profound secret: he can actually move things with his mind! When he runs into a mysterious young woman with amnesia claiming to know him from a past life, Maseong’s existence is upended. Cheondong seems to attract attention wherever she goes, including that of Maseong’s charismatic (but maybe evil) boss, Phillip, and Phillip’s lecherous half-brother, Pilyeong. Who is Cheondong, why does she know so much about Maseong, and will they be able to work through more than five centuries of baggage and just fall in love already?"
